,vidid,title,tmblink,views,channelName,channelSubs,channelTotalViews
385,TaJvdD8BPP8,How Would You Spend Your Last 3 Days on Earth,https://i.ytimg.com/vi/TaJvdD8BPP8/hqdefault.jpg,64973,The Wild Times Podcast,365000,167268088
386,McMBPHKXU1k,"TWT #55 - Ancient Bear DNA, Animal Meat Lab VR Experience, Bros vs. Biggest Animal",https://i.ytimg.com/vi/McMBPHKXU1k/hqdefault.jpg,45685,The Wild Times Podcast,365000,167268088
387,mpO5MRpp2lE,"TWT #77 - Woman Saves Dog From Black Bear, Exploding Whale Carcass, B&E by Badger",https://i.ytimg.com/vi/mpO5MRpp2lE/hqdefault.jpg,33716,The Wild Times Podcast,365000,167268088
388,YqlywIaJ6G0,Wildlife Biologist Breaks Down Recent Thylacine Photo Evidence,https://i.ytimg.com/vi/YqlywIaJ6G0/hqdefault.jpg,27511,The Wild Times Podcast,365000,167268088
389,09KW1UZpyzs,"TWT #24 - California Fires, Python Lays Eggs Without Male, Forrest Galante Thoughts on Steve Irwin",https://i.ytimg.com/vi/09KW1UZpyzs/hqdefault.jpg,21938,The Wild Times Podcast,365000,167268088
390,0oRhkcZy7qU,Extinct or Alive Behind The Scenes - Formosan Clouded Leopard,https://i.ytimg.com/vi/0oRhkcZy7qU/hqdefault.jpg,18067,The Wild Times Podcast,365000,167268088
391,0T4We99mZDE,"TWT #27 - Devil's Island, 3D Printed Sea Turtle Eggs, & Charly Jordan",https://i.ytimg.com/vi/0T4We99mZDE/hqdefault.jpg,16230,The Wild Times Podcast,365000,167268088
392,PAehWzABjlI,One Of Australia's Deadliest Snakes Ended Up On My Neck,https://i.ytimg.com/vi/PAehWzABjlI/hqdefault.jpg,13935,The Wild Times Podcast,365000,167268088
393,HWosqpIK8wk,Discovered! The Longest Animal in The World,https://i.ytimg.com/vi/HWosqpIK8wk/hqdefault.jpg,12023,The Wild Times Podcast,365000,167268088
394,fan2pVSK6ls,California Mini Sharks Are Attacking Beachgoers,https://i.ytimg.com/vi/fan2pVSK6ls/hqdefault.jpg,10954,The Wild Times Podcast,365000,167268088
395,kGdUMekpVMQ,Bison Vs. Grizzly in Yellowstone,https://i.ytimg.com/vi/kGdUMekpVMQ/hqdefault.jpg,8222,The Wild Times Podcast,365000,167268088
396,bwQUSciiSHk,The Wild Times - Taco Bell Tasting,https://i.ytimg.com/vi/bwQUSciiSHk/hqdefault.jpg,5650,The Wild Times Podcast,365000,167268088
397,lMhsV091ET4,Iceland Ends Whaling for Fin Whales,https://i.ytimg.com/vi/lMhsV091ET4/hqdefault.jpg,4139,The Wild Times Podcast,365000,167268088
398,ZVJOMOHB6Eo,Forrest Galante Laid In A Bush of Poison Oak While Paintballing,https://i.ytimg.com/vi/ZVJOMOHB6Eo/hqdefault.jpg,2689,The Wild Times Podcast,365000,167268088
399,puaw3io2STs,Battle Royale #17,https://i.ytimg.com/vi/puaw3io2STs/hqdefault.jpg,481,The Wild Times Podcast,365000,167268088
400,B1X_HZMJoDs,"I eat a total of 70 pounds of vegetables per month, these are the results. #health #diet #blueprint",https://i.ytimg.com/vi/B1X_HZMJoDs/hqdefault.jpg,5894666,Bryan Johnson,466000,75564317
401,YNsT7uQIzX8,The Blueprint protocol is constantly evolving based on new results.,https://i.ytimg.com/vi/YNsT7uQIzX8/hqdefault.jpg,998546,Bryan Johnson,466000,75564317
402,aXdEPiFlqH8,My Anti-Aging Protocol Broke a World Record...,https://i.ytimg.com/vi/aXdEPiFlqH8/hqdefault.jpg,520877,Bryan Johnson,466000,75564317
403,77zknlmZHpM,Keto? Vegan? Paleo? 🙅‍♂️ don’t listen to gurus and fads. Data vs. Human Opinion.,https://i.ytimg.com/vi/77zknlmZHpM/hqdefault.jpg,357818,Bryan Johnson,466000,75564317
404,5kd5fkyDyLM,The perfect diet. That possible? Recipes and protocol are available online for free.,https://i.ytimg.com/vi/5kd5fkyDyLM/hqdefault.jpg,284598,Bryan Johnson,466000,75564317
405,yW9YlZpnuTs,The latest addition to Blueprint: CaAKG. [Link on comment].,https://i.ytimg.com/vi/yW9YlZpnuTs/hqdefault.jpg,179772,Bryan Johnson,466000,75564317
406,bFqImovEiXs,Electrocuting myself is part of my 4 hour morning routine.,https://i.ytimg.com/vi/bFqImovEiXs/hqdefault.jpg,135816,Bryan Johnson,466000,75564317
407,52_Q7gYJZAo,Society is built on the traditions of dead people.,https://i.ytimg.com/vi/52_Q7gYJZAo/hqdefault.jpg,111434,Bryan Johnson,466000,75564317
408,S0Ox2gegRDo,People regularly ask me if I am miserable 😂. This is the happiest I've ever been in my life.,https://i.ytimg.com/vi/S0Ox2gegRDo/hqdefault.jpg,100462,Bryan Johnson,466000,75564317
409,LKn60yJAGdw,What is the #1 thing you can do for your health?,https://i.ytimg.com/vi/LKn60yJAGdw/hqdefault.jpg,86087,Bryan Johnson,466000,75564317
410,iv3hL2_QJIw,What if we could build an autopilot for the body? My autonomous self: Blueprint. [Link in bio],https://i.ytimg.com/vi/iv3hL2_QJIw/hqdefault.jpg,76718,Bryan Johnson,466000,75564317
411,FblhCarRw0Q,Every calorie has to fight for its life. Refined over years to maximally slow my speed of aging.,https://i.ytimg.com/vi/FblhCarRw0Q/hqdefault.jpg,65965,Bryan Johnson,466000,75564317
412,xmrNRUPLlbE,My conscious mind doesn't decide what I eat - my organs and the data do.,https://i.ytimg.com/vi/xmrNRUPLlbE/hqdefault.jpg,55183,Bryan Johnson,466000,75564317
413,156WPF1OpDk,Become a Professional Sleeper,https://i.ytimg.com/vi/156WPF1OpDk/hqdefault.jpg,44039,Bryan Johnson,466000,75564317
414,0ft8Fhfu4qg,Blueprint team is made up of 30+ world-class specialists.,https://i.ytimg.com/vi/0ft8Fhfu4qg/hqdefault.jpg,37678,Bryan Johnson,466000,75564317
415,OCGVC9HX6Zo,Theta Wave therapy improved my sleep for 10 days,https://i.ytimg.com/vi/OCGVC9HX6Zo/hqdefault.jpg,31566,Bryan Johnson,466000,75564317
416,Jf7t09scP3Q,What if we could understand the body and brain through numbers?,https://i.ytimg.com/vi/Jf7t09scP3Q/hqdefault.jpg,26146,Bryan Johnson,466000,75564317
417,-JqazBEwIAE,"What did we do, right now, that changed the course of humanity? We can do something worth mentioning",https://i.ytimg.com/vi/-JqazBEwIAE/hqdefault.jpg,18591,Bryan Johnson,466000,75564317
418,Q_qWVZQzbY4,We desperately need to become Future Literate.,https://i.ytimg.com/vi/Q_qWVZQzbY4/hqdefault.jpg,15203,Bryan Johnson,466000,75564317
419,YUI1J8xl_UU,Feel insane? Measuring the brain could bring sanity to the way we treat mental health.,https://i.ytimg.com/vi/YUI1J8xl_UU/hqdefault.jpg,5434,Bryan Johnson,466000,75564317
420,LASTN9MbOno,How to Retire on ETHEREUM by 2030 or sooner,https://i.ytimg.com/vi/LASTN9MbOno/hqdefault.jpg,1425605,InvestAnswers,446000,57007345
421,8j44WEhjshw,How to crack the Bitcoin 1% Club and all other Holdings Stratified:  #BTC #BTCWealth,https://i.ytimg.com/vi/8j44WEhjshw/hqdefault.jpg,129229,InvestAnswers,446000,57007345
422,R9cKhCycWFs,What to Expect in Feb! Bitcoin ETH SOL ALGO Phantom FTX and who NOT to listen to,https://i.ytimg.com/vi/R9cKhCycWFs/hqdefault.jpg,107829,InvestAnswers,446000,57007345
423,ZHfG7pCPc90,Bitcoin and ETF Impact on $BTC Price: Definitive Guide + Crypto News & Stock Mkt Crisis Brewing,https://i.ytimg.com/vi/ZHfG7pCPc90/hqdefault.jpg,95246,InvestAnswers,446000,57007345
424,u60fgtzoqTk,🚨📈 Unbelievable Revelation! # of Bitcoin WHOLECOINERS - Prepare to be SHOCKED!💥,https://i.ytimg.com/vi/u60fgtzoqTk/hqdefault.jpg,85850,InvestAnswers,446000,57007345
425,6mdWUueL0kY,"Bitcoin, Gold, Metaverse, P2E, ADA, Tesla, Google, Coinbase and more",https://i.ytimg.com/vi/6mdWUueL0kY/hqdefault.jpg,76975,InvestAnswers,446000,57007345
426,yaDEK5RN7Do,ZILLIQA: Should I buy ZIL? Belong in my Crypto Portfolio? $ZIL worth it? + Price Predictions,https://i.ytimg.com/vi/yaDEK5RN7Do/hqdefault.jpg,70283,InvestAnswers,446000,57007345
427,4N7Mc-etOjc,🚨Why the next 48 Hours are Critical🚨,https://i.ytimg.com/vi/4N7Mc-etOjc/hqdefault.jpg,64004,InvestAnswers,446000,57007345
428,e6VeFz-Aw8M,Avalanche: How to Calculate Inflation in the Cryptoverse + why it is Important,https://i.ytimg.com/vi/e6VeFz-Aw8M/hqdefault.jpg,56950,InvestAnswers,446000,57007345
429,NUGBhDu_XtM,🔥XRP Ignites Incredible AltCoin Rally🚀,https://i.ytimg.com/vi/NUGBhDu_XtM/hqdefault.jpg,52778,InvestAnswers,446000,57007345
430,8z2fBDDzDbI,"Market Update: Bitcoin, On Chain, Markets and Macro",https://i.ytimg.com/vi/8z2fBDDzDbI/hqdefault.jpg,47898,InvestAnswers,446000,57007345
431,iT5N7yS3WLc,Inflation is Challenging Central Banks: Spotlight Bank of England 🇬🇧,https://i.ytimg.com/vi/iT5N7yS3WLc/hqdefault.jpg,44633,InvestAnswers,446000,57007345
432,RhVs1ggQWqU,💰💪Unlocking Financial Freedom: Unadulterated Alpha Q&A!💯,https://i.ytimg.com/vi/RhVs1ggQWqU/hqdefault.jpg,41228,InvestAnswers,446000,57007345
433,Qg5i_xkIxEs,"IA Weekly Live Q&A: Bitcoin in 2050, ADA, ETH, Monero, $TTD Trade, CBDC's and more",https://i.ytimg.com/vi/Qg5i_xkIxEs/hqdefault.jpg,37782,InvestAnswers,446000,57007345
434,NSdk7Pa50WI,"🚀 OCTA LIVE: Crypto Rises, FUD Fades & Regs Rage on!💥",https://i.ytimg.com/vi/NSdk7Pa50WI/hqdefault.jpg,35057,InvestAnswers,446000,57007345
435,FJKyVF8RgVM,"IA News: Bitcoin, Ethereum, S&P500, Nerves, Debates and more",https://i.ytimg.com/vi/FJKyVF8RgVM/hqdefault.jpg,32391,InvestAnswers,446000,57007345
436,S2ctWfOo81o,"IA Q&A: Bitcoin vs Ethereum, Binance, ARKG, Options, Trade Tracking, Plan B and more",https://i.ytimg.com/vi/S2ctWfOo81o/hqdefault.jpg,29555,InvestAnswers,446000,57007345
437,Q--kQThif4Y,🔍Great Bitcoin Mystery: How Many Coins Remain?,https://i.ytimg.com/vi/Q--kQThif4Y/hqdefault.jpg,25550,InvestAnswers,446000,57007345
438,pDhuckj_jNE,Part 2 Bitcoin Vs Tesla in 2025! Who Wins? IA Numbers vs #Ark New $TSLA 2025 Report,https://i.ytimg.com/vi/pDhuckj_jNE/hqdefault.jpg,18663,InvestAnswers,446000,57007345
439,YU9HOU3_twE,Sunday musings re BTC ETH BITW ETHE GBTC and Microstrategy. Monday action will be fun to watch!,https://i.ytimg.com/vi/YU9HOU3_twE/hqdefault.jpg,3643,InvestAnswers,446000,57007345
440,Zzyu8cCXXGE,This costs MORE than a PS5! 🤯,https://i.ytimg.com/vi/Zzyu8cCXXGE/hqdefault.jpg,11976926,Ben Rowlands,370000,210691177
441,3w-W__97NtI,I Bought Amazon’s BEST SELLING Gaming PC!,https://i.ytimg.com/vi/3w-W__97NtI/hqdefault.jpg,2477559,Ben Rowlands,370000,210691177
442,x8cYgkIQyes,"I spent $10,000 on this…",https://i.ytimg.com/vi/x8cYgkIQyes/hqdefault.jpg,1614318,Ben Rowlands,370000,210691177
443,n6BV1ka7mUg,This is USED by HACKERS! 🤯,https://i.ytimg.com/vi/n6BV1ka7mUg/hqdefault.jpg,973501,Ben Rowlands,370000,210691177
444,3BuEQvhcfBc,World's FASTEST Xbox Controller! 😱,https://i.ytimg.com/vi/3BuEQvhcfBc/hqdefault.jpg,756834,Ben Rowlands,370000,210691177
445,_dlsMo8APE8,I Bought the NEW Galaxy S23 Ultra! (Unboxing) 🤯,https://i.ytimg.com/vi/_dlsMo8APE8/hqdefault.jpg,614535,Ben Rowlands,370000,210691177
446,2NLVRiomU84,I keep getting asked about this… 😱,https://i.ytimg.com/vi/2NLVRiomU84/hqdefault.jpg,473338,Ben Rowlands,370000,210691177
447,pn-EsLaaMRk,I Bought my FIRST Gaming Laptop 🤯,https://i.ytimg.com/vi/pn-EsLaaMRk/hqdefault.jpg,365527,Ben Rowlands,370000,210691177
448,nVQeRFg-b4s,3 Unbelievable PlayStation 5 Features!,https://i.ytimg.com/vi/nVQeRFg-b4s/hqdefault.jpg,302712,Ben Rowlands,370000,210691177
449,Z5RsMuZhV9o,FAKE vs REAL PlayStation Controller! 🤯,https://i.ytimg.com/vi/Z5RsMuZhV9o/hqdefault.jpg,239581,Ben Rowlands,370000,210691177
450,YQCgWv6ub14,3 NEW PS5 Features you NEED to KNOW!,https://i.ytimg.com/vi/YQCgWv6ub14/hqdefault.jpg,178862,Ben Rowlands,370000,210691177
451,syDv5ZA2wPQ,3 of the WEIRDEST Xbox Accessories! 😱,https://i.ytimg.com/vi/syDv5ZA2wPQ/hqdefault.jpg,151615,Ben Rowlands,370000,210691177
452,Uebx3Tt1dhk,4 of the WORST Xbox 360 Games (According To Metacritic),https://i.ytimg.com/vi/Uebx3Tt1dhk/hqdefault.jpg,130041,Ben Rowlands,370000,210691177
453,3862z0Af4a0,3 Things I LOVE About The Xbox Series X!,https://i.ytimg.com/vi/3862z0Af4a0/hqdefault.jpg,101362,Ben Rowlands,370000,210691177
454,laSZ8RjOLmg,14 PlayStation Features you NEED to KNOW!,https://i.ytimg.com/vi/laSZ8RjOLmg/hqdefault.jpg,81470,Ben Rowlands,370000,210691177
455,szvNX-uY0ww,The GREATEST Xbox Ever Made! 🤯,https://i.ytimg.com/vi/szvNX-uY0ww/hqdefault.jpg,59205,Ben Rowlands,370000,210691177
456,0DCU6uxLCEc,Fanatec DD Pro Review - Should You Buy One?,https://i.ytimg.com/vi/0DCU6uxLCEc/hqdefault.jpg,37789,Ben Rowlands,370000,210691177
457,Tyt5yFwtpS4,BEST BUDGET 4K TV 2022!! LG A1 OLED Review - Should You Buy One?,https://i.ytimg.com/vi/Tyt5yFwtpS4/hqdefault.jpg,27105,Ben Rowlands,370000,210691177
458,PMfRn8MM1tQ,WHY PAY MORE!? Galaxy Tab S8 Ultra vs Galaxy Tab S8,https://i.ytimg.com/vi/PMfRn8MM1tQ/hqdefault.jpg,11876,Ben Rowlands,370000,210691177
459,O9SU7nhMf5s,Samsung Galaxy Z Flip 3 Review - Should You Buy One?,https://i.ytimg.com/vi/O9SU7nhMf5s/hqdefault.jpg,2602,Ben Rowlands,370000,210691177
460,5w81-jiW8fs,Upgrading to Windows 98,https://i.ytimg.com/vi/5w81-jiW8fs/hqdefault.jpg,1348744,The PC Security Channel,413000,41420403
461,prP2HWenpmQ,Virtualbox Tutorial | Set up a Virtual Machine for free,https://i.ytimg.com/vi/prP2HWenpmQ/hqdefault.jpg,252625,The PC Security Channel,413000,41420403
462,_JNg4Ox2Hvc,Best Browser Privacy? Edge vs Chrome vs Firefox vs Brave in Wireshark,https://i.ytimg.com/vi/_JNg4Ox2Hvc/hqdefault.jpg,158873,The PC Security Channel,413000,41420403
463,D-_pk7v9uD4,Why do they still use Windows XP?,https://i.ytimg.com/vi/D-_pk7v9uD4/hqdefault.jpg,104035,The PC Security Channel,413000,41420403
464,7UWFJGeix_E,How to use Windows Firewall to block Hackers and Malware,https://i.ytimg.com/vi/7UWFJGeix_E/hqdefault.jpg,73643,The PC Security Channel,413000,41420403
465,bccgIUJ0eNQ,Bitdefender Internet Security 2015 review,https://i.ytimg.com/vi/bccgIUJ0eNQ/hqdefault.jpg,56397,The PC Security Channel,413000,41420403
466,QJePSDaQHKI,Edge vs Chrome: Phishing Test,https://i.ytimg.com/vi/QJePSDaQHKI/hqdefault.jpg,44094,The PC Security Channel,413000,41420403
467,tJJNrtFlPVM,Declutter Windows 10,https://i.ytimg.com/vi/tJJNrtFlPVM/hqdefault.jpg,35048,The PC Security Channel,413000,41420403
468,4sN2yiVzJb4,Free Antivirus Challenge Ep-2 | Best Automated Security,https://i.ytimg.com/vi/4sN2yiVzJb4/hqdefault.jpg,27022,The PC Security Channel,413000,41420403
469,1clOfsJVO6k,Black Screen of Death | Mysterious Ransomware,https://i.ytimg.com/vi/1clOfsJVO6k/hqdefault.jpg,21129,The PC Security Channel,413000,41420403
470,IwKvXd4HD_g,Emsisoft Anti Malware 10 review,https://i.ytimg.com/vi/IwKvXd4HD_g/hqdefault.jpg,16429,The PC Security Channel,413000,41420403
471,alpZeXErFx4,What is Encryption? You use it daily!,https://i.ytimg.com/vi/alpZeXErFx4/hqdefault.jpg,12317,The PC Security Channel,413000,41420403
472,2A1P5E1joes,Ransomware or Cryptominer? Rakhni can choose,https://i.ytimg.com/vi/2A1P5E1joes/hqdefault.jpg,8950,The PC Security Channel,413000,41420403
473,em3U6Zz13z0,BitDefender Free antivirus web prevention test 2015,https://i.ytimg.com/vi/em3U6Zz13z0/hqdefault.jpg,6797,The PC Security Channel,413000,41420403
474,mIPtStSvX9Y,BitDefender Total Security 2013 beta test,https://i.ytimg.com/vi/mIPtStSvX9Y/hqdefault.jpg,4948,The PC Security Channel,413000,41420403
475,ao3s_yjNKNU,Comodo Internet Security 5.10 preview,https://i.ytimg.com/vi/ao3s_yjNKNU/hqdefault.jpg,3505,The PC Security Channel,413000,41420403
476,hN3XUvHi6UQ,XVirus 4.2 Review and comparison with Malwarebytes,https://i.ytimg.com/vi/hN3XUvHi6UQ/hqdefault.jpg,2573,The PC Security Channel,413000,41420403
477,YtIUyrzcFu0,Quicktest: Kaspersky vs Emsisoft Detection ratio test,https://i.ytimg.com/vi/YtIUyrzcFu0/hqdefault.jpg,1761,The PC Security Channel,413000,41420403
478,pcl5xV0IoLc,ESET Smart Security 5 review,https://i.ytimg.com/vi/pcl5xV0IoLc/hqdefault.jpg,1203,The PC Security Channel,413000,41420403
479,ZOM5im2-8Hc,Channel Update,https://i.ytimg.com/vi/ZOM5im2-8Hc/hqdefault.jpg,383,The PC Security Channel,413000,41420403
480,yEAYNX_UCjw,M1147 Advanced Multi-Purpose Round (AMP),https://i.ytimg.com/vi/yEAYNX_UCjw/hqdefault.jpg,4788066,Northrop Grumman,111000,26129366
481,d6ZXsXwpGfg,AESA Radar Capabilities,https://i.ytimg.com/vi/d6ZXsXwpGfg/hqdefault.jpg,60354,Northrop Grumman,111000,26129366
482,JLzrhbbnS6s,Australia's Future Defence Force,https://i.ytimg.com/vi/JLzrhbbnS6s/hqdefault.jpg,21012,Northrop Grumman,111000,26129366
483,Bmvxln4O6sI,Overheard at Northrop Grumman | Digital Modeling and Simulation,https://i.ytimg.com/vi/Bmvxln4O6sI/hqdefault.jpg,14231,Northrop Grumman,111000,26129366
484,f9IJksnbUNA,LONGBOW - The Force Multiplier,https://i.ytimg.com/vi/f9IJksnbUNA/hqdefault.jpg,10522,Northrop Grumman,111000,26129366
485,dq8vcZuC7p0,B-2 25th Anniversary of First Flight,https://i.ytimg.com/vi/dq8vcZuC7p0/hqdefault.jpg,7918,Northrop Grumman,111000,26129366
486,edj3KY3FYAY,C4ISR: The Backbone of Operations,https://i.ytimg.com/vi/edj3KY3FYAY/hqdefault.jpg,6204,Northrop Grumman,111000,26129366
487,LGwdrjUy1mg,Best Kept Secret: Secure Processing,https://i.ytimg.com/vi/LGwdrjUy1mg/hqdefault.jpg,4921,Northrop Grumman,111000,26129366
488,vubzl6EL-7Y,Autonomous High-Altitude Refueling Program,https://i.ytimg.com/vi/vubzl6EL-7Y/hqdefault.jpg,4191,Northrop Grumman,111000,26129366
489,FIPQ33Ely54,Who Does That?,https://i.ytimg.com/vi/FIPQ33Ely54/hqdefault.jpg,3201,Northrop Grumman,111000,26129366
490,JVwGzfOJDrg,Overheard | 3D Printing | Advanced Manufacturing,https://i.ytimg.com/vi/JVwGzfOJDrg/hqdefault.jpg,2623,Northrop Grumman,111000,26129366
491,tzhDwp3ZbKo,All Domain C2 Architecture: Connecting Everything,https://i.ytimg.com/vi/tzhDwp3ZbKo/hqdefault.jpg,2197,Northrop Grumman,111000,26129366
492,GhTXLmw9R4k,Overheard at Northrop Grumman | Lightbulb | Advanced Engineering,https://i.ytimg.com/vi/GhTXLmw9R4k/hqdefault.jpg,1842,Northrop Grumman,111000,26129366
493,3LtMKMX3CvY,SABR - Scalable Agile Beam Radar,https://i.ytimg.com/vi/3LtMKMX3CvY/hqdefault.jpg,1519,Northrop Grumman,111000,26129366
494,Rp8VVYtcp5E,Street Artist at Work (time lapse),https://i.ytimg.com/vi/Rp8VVYtcp5E/hqdefault.jpg,1302,Northrop Grumman,111000,26129366
495,nWwwEj6eG0A,Griffith Observatory,https://i.ytimg.com/vi/nWwwEj6eG0A/hqdefault.jpg,1013,Northrop Grumman,111000,26129366
496,j5vo8XOiXX4,Operation PolarEye: Mini-series Trailer,https://i.ytimg.com/vi/j5vo8XOiXX4/hqdefault.jpg,793,Northrop Grumman,111000,26129366
497,FzoCezeum6o,World's Best Technologies: Samaran International,https://i.ytimg.com/vi/FzoCezeum6o/hqdefault.jpg,589,Northrop Grumman,111000,26129366
498,XbRWahPErzU,Broadcast of Orbital ATK's Minotaur C Launch of Planet Satellites,https://i.ytimg.com/vi/XbRWahPErzU/hqdefault.jpg,350,Northrop Grumman,111000,26129366
499,ScB_2Igl4VA,"CyberCenturion IX, 2023",https://i.ytimg.com/vi/ScB_2Igl4VA/hqdefault.jpg,77,Northrop Grumman,111000,26129366
500,04eP-Zb_4mk,I switched to AMD from Nvidia,https://i.ytimg.com/vi/04eP-Zb_4mk/hqdefault.jpg,761795,Daniel Owen,140000,39021087
501,q3fLCxFb8a0,3080 vs 4070 Ti vs 7900 XT: The Ultimate Comparison,https://i.ytimg.com/vi/q3fLCxFb8a0/hqdefault.jpg,185140,Daniel Owen,140000,39021087
502,PAqqrPPL7Q4,"FSR 2.0 tested on GTX 1060 6GB | 1080p, 1440p, 4K |",https://i.ytimg.com/vi/PAqqrPPL7Q4/hqdefault.jpg,108013,Daniel Owen,140000,39021087
503,90-sseDl1fE,BEST GPU in the current market!!!,https://i.ytimg.com/vi/90-sseDl1fE/hqdefault.jpg,82593,Daniel Owen,140000,39021087
504,3sWdCd9F8A8,RTX 3060 12GB vs RX 7600 8GB- The Ultimate Comparison!!!,https://i.ytimg.com/vi/3sWdCd9F8A8/hqdefault.jpg,67106,Daniel Owen,140000,39021087
505,LgncvEmFqAo,Vampire: The Masquerade Bloodhunt System Requirements,https://i.ytimg.com/vi/LgncvEmFqAo/hqdefault.jpg,58974,Daniel Owen,140000,39021087
506,BXXY1JxN-CQ,PC HW News!!! ASUS mobos burning X3D CPUs? 4060 Ti at $399? 40 Series Discounts and More!,https://i.ytimg.com/vi/BXXY1JxN-CQ/hqdefault.jpg,48182,Daniel Owen,140000,39021087
507,ivq0qhDCkBg,Intel Arc Alchemist GPU beats 3070 Ti in leaked benchmark | RTX 3050 performance analysis and more |,https://i.ytimg.com/vi/ivq0qhDCkBg/hqdefault.jpg,40349,Daniel Owen,140000,39021087
508,WkT3PvxSMLA,Redfall PC System Requirements Analysis,https://i.ytimg.com/vi/WkT3PvxSMLA/hqdefault.jpg,33853,Daniel Owen,140000,39021087
509,Z60qR-onMe8,GPU News!!! RDNA 3 Navi 31 Leaks | GPU Pricing | Nvidia Game Bundles | Intel Arc | FSRAA | More!!!,https://i.ytimg.com/vi/Z60qR-onMe8/hqdefault.jpg,28520,Daniel Owen,140000,39021087
510,DF4Q44VuAf8,Radeon Boost,https://i.ytimg.com/vi/DF4Q44VuAf8/hqdefault.jpg,22937,Daniel Owen,140000,39021087
511,3Uk6lNkMskM,Stranger of Paradise Final Fantasy: Origins PC | RTX 3080 12GB | R9 5950X | 32GB RAM,https://i.ytimg.com/vi/3Uk6lNkMskM/hqdefault.jpg,18158,Daniel Owen,140000,39021087
512,KYNkFU0Ttms,Another Ryzen 7 5800X3D review out early!!! And maybe it CAN overclock?,https://i.ytimg.com/vi/KYNkFU0Ttms/hqdefault.jpg,14183,Daniel Owen,140000,39021087
513,A2TW3RNejtA,Intel XeSS: TONS of info and comparisons to FSR 2.0 | Direct Storage | 5800X3D Benchmark | RX 6400 |,https://i.ytimg.com/vi/A2TW3RNejtA/hqdefault.jpg,10966,Daniel Owen,140000,39021087
514,67sIzEYifpk,Tech News! New World Destroys RTX 3090. i9 12900K smashes R9 5950X. Hopper Taping Out.,https://i.ytimg.com/vi/67sIzEYifpk/hqdefault.jpg,7350,Daniel Owen,140000,39021087
515,JAJgNSLYrH8,Is AMD selling the Xbox Series X APU to PC builders?,https://i.ytimg.com/vi/JAJgNSLYrH8/hqdefault.jpg,5344,Daniel Owen,140000,39021087
516,CaTF--uWIBU,"4K Editing and Gaming PC Build Plan (10,000 Sub Celebration Build Part 1: Planning)",https://i.ytimg.com/vi/CaTF--uWIBU/hqdefault.jpg,3546,Daniel Owen,140000,39021087
517,x7WTvFhZJeU,CoD Vanguard Beta Benchmarked | RX 6800 XT | i5 9600K,https://i.ytimg.com/vi/x7WTvFhZJeU/hqdefault.jpg,2375,Daniel Owen,140000,39021087
518,TFAxSADJ4e8,AMD vs Nvidia- Who is supplying more GPUs?,https://i.ytimg.com/vi/TFAxSADJ4e8/hqdefault.jpg,1082,Daniel Owen,140000,39021087
519,g12reU1pCfM,"Big Navi Leak! Specs, SKUs, and more!",https://i.ytimg.com/vi/g12reU1pCfM/hqdefault.jpg,118,Daniel Owen,140000,39021087
520,TSe2PrVPQm0,HOW TO EDIT VIDEO on an IPAD LIKE A PRO using LUMA FUSION + FREE GIVEAWAY!!!,https://i.ytimg.com/vi/TSe2PrVPQm0/hqdefault.jpg,935072,Henny Tha Bizness,108000,7834199
521,_WngPfHPiLM,HOW TO EDIT VIDEO on an IPAD LIKE A PRO using LUMA FUSION... PART 2 (New 2018 iPad Pro Version) 👌🏼,https://i.ytimg.com/vi/_WngPfHPiLM/hqdefault.jpg,80555,Henny Tha Bizness,108000,7834199
522,oZllPwGbx8k,My NEW 2020 BEATMAKING WORKFLOW using AUM - DEEP DIVE TUTORIAL!!,https://i.ytimg.com/vi/oZllPwGbx8k/hqdefault.jpg,46668,Henny Tha Bizness,108000,7834199
523,dSNclUdlbEM,WHAT’S IN MY BAG 2020!! AER TRAVEL PACK 2 SMALL + FREE GIVEAWAYS 🔥🎉🎈,https://i.ytimg.com/vi/dSNclUdlbEM/hqdefault.jpg,23113,Henny Tha Bizness,108000,7834199
524,PCLjoKjpG5c,5 MINUTES OF “MOBILE” MUSIC MAKING MIXING TIPS - using BEATMAKER 3!!! 🎹🎧🤘🏽🔥,https://i.ytimg.com/vi/PCLjoKjpG5c/hqdefault.jpg,14897,Henny Tha Bizness,108000,7834199
525,JG7pvoLNJW0,PRODUCER DO'S AND DON'TS: A CONVERSATION WITH HITMAKERS,https://i.ytimg.com/vi/JG7pvoLNJW0/hqdefault.jpg,9421,Henny Tha Bizness,108000,7834199
526,Z-Sn1YHDvJw,The BEST WIRELESS AUDIO for iOS & iPADOS?? - R0DE WIRELESS GO II Review,https://i.ytimg.com/vi/Z-Sn1YHDvJw/hqdefault.jpg,6221,Henny Tha Bizness,108000,7834199
527,JndA_o0Zyas,HOW TO FIND YOUR CALLING! A conversation with CHILDISH MAJOR!!,https://i.ytimg.com/vi/JndA_o0Zyas/hqdefault.jpg,4865,Henny Tha Bizness,108000,7834199
528,9IdfpZftSIM,"Adventures in BeatMaking Episode 003 ""37"" in 4K",https://i.ytimg.com/vi/9IdfpZftSIM/hqdefault.jpg,3277,Henny Tha Bizness,108000,7834199
