,vidid,title_text,title_length,tmb_text,tmb_length,composite_sentiment
1218,krXRajl3VPs,I run a 4 and 3 Blade Prop on my X8 Freestyle Kwad,50,WILE T 3BLADES FLY? 4BLADES,27,0.0875
1219,8I9QZdwthHc,A Normal Day For FPV Freestyle Pilot,36,no DRONE was HARMED in the MAKING this video OF,47,-0.035
1220,FuKKpd7kxGE,Freemometer: Ikea Dekad + Arduino,33,Clear We're Running Doomed Dan,30,-0.08199999999999999
1221,flK6AjBSasM,Multi-node Kubernetes with KIND and Docker Desktop,50,Kuboct KIND Container n Provy DNS Shuf Server API Service Contrel Control nginx 1 Nlain Mlainy container Containers Poc i ve Pod2 Rod 3 Pod4 Nodo Moda worker worker Noda Workos Node Contai ine Docker des kop Iloot,213,0.2595
1222,xOUGsYcPwQI,AWS IoT - An overview of the EduKit m5stack Blinky sample that integrates with AWS IoT,86,AWS EduKit Cloud Connected Blinky app Pevelober Emwronment abvs ot cote ior dencc alinkty necite to lis ulee cron tw usce oul uote dowmlo aio su cu olen,152,0.0
1223,JUV7G0l7t6c,Kubernetes Dashboard with multi-node Kubernetes on a local machine.,67,KUBERNEIE DASHBOOARE wimultnode OBERNEIES on ALP,48,0.0
1224,yad6tOfkejU,Protect Customers and their data with Tokenization,50,900-876-5309 902t ouid 800-555-1212 oiol oto eoo 173-4567 4774 477 lel des O477 B00-555-1212 tolo dus geen 930-875-5300 zz ses e gzen oorsod,140,0.151
1225,qLfiqOiEKPY,Scripted Install of Amazon Voice Services (Alexa) on Raspberry Pi w/ USB Mic and built in Audio,95,tern rode,9,0.048
1226,F4jltHjwWhU,Schema on Write - Consumer Driven Schema,40,dteps njoe blog freem,21,0.0
1227,jKgGh5a5gFA,Network Intrusion Python Time Window Intro,42,Ishark EPyloi over ooo ps oddoton ervo ctlou caittuub coltm reemensonl neon oie elius arli,90,0.0
1228,RyTT3Yie0sA,I wish I knew this and that,27,WISE KNEWTHIS ANID that BEFORE TOOKA NEW JOB hing lecl Titl jod Average and senure attnnan rates job T Differences Balancing diterent Salary/Bonus offers kc opanzabon adence borus vEstns leam monccus of tim mater Familial bonds and epotn croes Calibrations something ol er Diversity uic best cine of year lo ier manager ant Etings incentives o policies intcina promotion benefts cescnbed poly s Hiring uneer ssurahces compay bancht mnzed ccounes uke public Resources,466,0.2685
1229,I2wLiyWg7NY,The Adafruit CircuitPython drivers auto replicates the REPL to the first display you enable Try #2,98,Bright for Too the camera!,26,0.222
1230,MXOnKxgLj5Q,Acceptance Criteria The True Definition of Done,47,Acceptance Criteria MostOften Story Overlooked Task Story Component TW,70,0.35400000000000004
1231,Le0Ztm0HpiY,Freemometer V2 - Hacking the IKEA DEKAD into a notification device with a Pico and MicroPython,94,asllobloarmans,14,0.0
1232,52Deq7sOdgs,HTTP controlled LEDs and Relays with MicroPython and an ESP8266,63,C simple dg golie to nsnd se al endl dra de eanror FSE Wo Senor IE (Pi 2 cutonr Tn ON OFF rllay curonlr pin 1 Fal on api slimple GFT call s,139,0.0
1233,5iNa6ob-ZW8,Business Rules - Defined as State based or Transition based?,60,lost License Licensed Not Transition R-ood State Based otate-on 1rans- dna editable lo,86,-0.0805
1234,OOxFmFeTIms,Using JQuery UI Sliders enrich IoT device generated Test Pages,62,Projoct Action,14,0.0
1235,L_sR8MCBVQM,What are we running and how do we know it  - APIs Pt 1,54,cncd mioden apl catalog Schema dala eng build tain and gove nirastucture a,74,0.0
1236,TfCgn6Z7FXE,Intermediaries Direct vs SOA vs Gateways - A greatest strength is a greatest weakness,85,Fit the to approach? org org? approach n Another is not s group success an indicator of future results. yoUI,108,0.1855
1237,Pbk7rm4vJPg,A phone number is more than just data,37,555-0123 You ohone number see a contact Target Identity Credentials s sg Prot Notificatior identay resclution Component Authenbcslio idantaer slaus updates fraud fachor a2fa target events location somsthing had au,213,0.049
1238,npcuWeKnkj0,Recognizing Bug-4-Bug Compatibility,35,"of B4B The Five stages Ye oulqrow Yo envisot! ston looking 8 ther hacks To ol tle PrevoUs word Gnew. exstino ei sysem system, where Dodesses requtemente: become platform ch anythine s he comes oaradnn possible derion spec",221,0.0
1239,fcaM4PXg_34,Compressing IP Addresses for the Nokia 5110 LCD,47,laood yln poole tur obtol ne du deoe occole menie le cu lu d doonas 4chuanctar ni.126-5110-ty cu uadel lool ouluned oelol ues Noldasi1o id odne ier,147,0.0
1240,90QCw2xh-IU,AM Transmitter from Junk Parts - Now with 100% more Schematic!,62,008,3,0.0
1241,eI9-m6NqBU4,Philco 71B Part 1: Inspection,29,nan,0,0.0
1242,x7qyO5VTI5Q,Philco 71B Part 2: Repair and testing,37,nan,0,0.0
1243,PzA62ZkDyps,Motorola VT-71 Repair Part 1 - Bad CRTs?,40,nan,0,-0.206
1244,ufZFRwVqakQ,Cleaning up a Precision Tube Tester !,37,nan,0,0.0
1245,vGQYY71aeX4,Philco Jr. (Model 80) Rebuild Part 3- Resistor Replacement and Reception Test,77,nan,0,0.0
1246,HWRXX7O3Hc8,"Swapmeet Finds and other Junk - August, 2023",44,nan,0,0.0
1247,aq0Y4CPygEI,Sheffield 40b Slow-Mo HD,24,nan,0,0.0
1248,w_-P7gydWxI,Completely Discrete (component) Nixie Clock,43,nan,0,0.0
1249,WBSM9Qk_Kpc,B&K (Dynascan) Model 1076 Television Analyst Part 1 - A Look Inside,67,nan,0,0.2365
1250,clKn5OKF4HA,RCA 6-XD-5 Repair Part 1,24,nan,0,0.0
1251,6SW3yvNhy8g,Zenith L505 Repair - Part 2,27,nan,0,0.0
1252,AlNu1chIi_c,Grunow 1091 Super Teledial Preview,34,nan,0,0.0
1253,CCRRJiKx1pc,Shop Update: Building a better Wall,35,nan,0,0.0
1254,g35v7Zey4MQ,Channel Update - I Moved!,25,nan,0,0.0
1255,w6dwmilVFug,Airline AA5 Part 2: IF Repair,29,nan,0,-0.089
1256,c67xj5ZzbkY,GE 14T012 Part 3: Cabinet reassembly!,37,nan,0,0.0
1257,FzboXsKiAhU,Hoffman Radio/ Phono Part 1: Disassembly,40,nan,0,0.0
1258,YsWX5RLLXFo,Airline AA5 Part 3: Cabinet Repair,34,nan,0,0.0
1259,_J-vqBQeSOw,Car Run 1,9,nan,0,0.0
1260,1bBrPAe9biU,Samsung S23 Plus: Insane Upgrade!,33,S23 PLUS,8,-0.214
1261,ALQIva9LjCM,Tab S7 Plus: Unboxing Review,28,GALAXY TABS7+,13,0.0
1262,OfRGKINRHs4,Kamvas 22 Plus - An Honest Review,33,HUION KAMVAS 22,15,0.0
1263,lqGcVTvVQ_0,Wacom Cintiq 22 - Entry Level Powerhouse,40,WACOM 22 CINTIQ,15,0.0
1264,ClgBEHuNtT4,Samsung Galaxy S20 Plus - Unboxing,34,GALAXY S20+,11,0.0
1265,z4JelKzBB9U,Asus Proart Pa278cv - Unboxing And Review,41,ASUS PROART PA278CV,19,0.0
1266,8y0ZnYtPZa0,Sony Xm4 Headphones: Good In 2023?,34,SONY O XM4,10,-0.0665
1267,uYutf-XleL8,Get Fit With The Galaxy Active 2,32,WATCH 10 07 08 09 ACTIVE 8/05 Date Weather St45 72,50,0.4105
1268,JgS8jh08QHs,What's going on here? #shorts #youtubeshorts #viralvideo #viral #funnyvideo,75,nan,0,0.0
1269,1jndo_dAHb0,Galaxy Buds Live: The Ultimate Audio Experience,47,GALAXY BUDS Live,16,0.0
1270,h0LWH26swE4,Creeping on Mum #scarepranks #youtubeshorts #shorts #viralvideo #pranks,71,nan,0,0.0
1271,Btuvh07orG4,Hello 👋 #cats #youtubeshorts #catlover #catsofyoutube #viralvideos #viralcatshorts #subscribe,93,nan,0,0.0
1272,H0Vnh5JnVHI,Cat farts in my face! #catsofyoutube #funnyvideo #shorts #youtubeshorts #youtubeusers,85,nan,0,0.2595
1273,faZMjnanBDo,Amazon Echo 4th Generation: Superb Sound Experience,51,AMAZON ECHO 4THGEN,18,0.498
1274,9PSR_LNIu6E,Tile Stickers: An Easy Way To Renew Boring Tiles,48,Q EASy TILES SUBSCRIBE,22,0.3205
1275,wN3mHRadsuI,Dji Action 3 - Unboxing & Hands On Review,41,DJI ACTION3,11,0.256
1276,c1LL4n-4KEE,Setting Up Your Very Own Shark Hoover!,38,SHARK HOOVER,12,0.0325
1277,a3YjkL1qMIs,Granny Was Not Happy: So I turned Up With Cake!,47,CAKE FACE,9,0.0
1278,4x3youGulZ0,Painting A Pair Of Wings,24,PAINT THERAPY,13,0.0
1279,U4UycYXHbi0,How-to Install Window Nets To Keep Bugs Out,43,WINDOWNET TUTORIAL SUBSCRIBE,28,0.0
1280,biiwfJHZv98,how to insert sim and sd in blackview phone,43,Sim & SD,8,0.0
1281,vzYMLX8xvzw,Hollyland lark 150 mic error not pairing - don't buy Hollyland Lark wireless mics,81,CASE,4,-0.197
1282,o1zJQABHTGQ,Lidl desk fan review,20,SILVERCREST DESK FAN,20,0.2675
1283,E-fSfYdMFQ0,How to make your 250D into a live streaming camera,50,CAMLINK4 Canon Cam,18,0.0
1284,l5JcDaY1XTI,Butterproof,11,nan,0,0.0
1285,JF5Qpn4g4_8,Playing mario,13,25 uime oo 26 tme o0 nd M oo 25,31,0.3215
1286,lU1XWHe1wOg,blind test headphones,21,TEC,3,-0.287
1287,9EfoZ2T0jSs,Tesla Price Hikes and Best Handheld Gaming Devices,50,OLDSCHOOL 中,11,0.1875
1288,AzBtyEjWeyM,Bendeo veno,11,nan,0,0.0
1289,7qUQ9NcmYuY,MOST Popular Vegetables Snacks? - Lets try some,47,VEG,3,0.1945
1290,PEeAn0zAteU,Chess.com,9,HypingTech.com gcnsat Podcasl co powored rustedCreatorson bt criessco,69,0.0
1291,s2JQqpFmHac,Fidget Toys and Sensory Items - HypingTech.com Podcast 001,58,FIDGET QQ,9,-0.381
1292,zuJXB0kQvAY,Fancy Flute Glasses from Poundland and Morissons,48,nan,0,0.0
1293,Q_Syx-rC8pA,Google sent your private Photos videos to strangers,51,Googe,5,0.1875
1294,nG7EYifJGCU,Music face mask do you need it? Quick review,44,nan,0,0.0
1295,Hwv03sMqTOQ,Samsung Galaxy destruction videos Reactions,43,nan,0,0.0
1296,vUAG4vEup0g,Tiktok Quiz q7,14,NCE1394,7,0.0
1297,M9N1AswUcOA,Do you need to get Microsoft office,35,ale sosor office MICROSOF HYPINGTECH merccol sos oucess,55,0.0
1298,qKLKOnGnPMU,Power your camera for hours Canon Powershot camera,50,nan,0,0.0
1299,xiqP1gp38uQ,andoer rechargable light,24,canon cam ULFPHOTOGRAPH .COM,28,0.0
1300,nlaQ28E31aE,Deep Ripping Demo Day - Ouyen 2019,34,GRIZZL,6,0.0
1301,ePZjSPCixIw,Deep Ripping Machines in Action - Ouyen 2019,44,MalEeS Sasttbable Farmind AGRIVISiOn,36,0.0
1302,LYnEk5wBjww,Deep Ripping SA Mallee Trial Summary 2021 | Mallee Sustainable Farming & SA Grain Industry Trust,96,2021 treatments are: in fota 5 55omm Starting at spacings loomm gsomm ncrements to up Using either the straight toot tyne inclusion of ing Tne the wi or MSF,156,0.134
1303,TuI1Y_d1bl4,"Mallee Farmer Case Study: Darryl Summerton, Pinnaroo SA (September 2020)",72,nan,0,0.0
1304,JdTsrqaXntk,LOCKDOWN LOWDOWN: Getting a good result out of nitrogen management,66,nan,0,0.014500000000000013
1305,T_Luvty7I84,T2 - Alternative chisel tine technology 1,41,agmor PSA Alternative chisel tine technology 10 pws 16mm Knife point (PR87) wide,80,0.0
1306,xLK2cPonC4U,Introduction To MSF,19,Mallee Sustainable Farming,26,0.0
1307,6BTidYXAApU,Comparing Break Crop Performance in the SA Mallee,49,comparing orea crop s e dr performance the sa in mallee,55,0.0
1308,nc1-6E4VmmQ,Managing erosion in successive drought years in Western NSW - Peter Baird & Ben Pollard.,88,nan,0,0.0745
1309,jrPGVaAEbVE,MSF's 2020 Highlights,21,borat TURNS HIS mankini UP in,29,0.0
1310,VNd8T4F2tz4,"RIVERLAND MALLEE MESONET NETWORK | Explainer Video with Meteorologist, Warwick Grace",84,MSF,3,0.1185
1311,BHdNczj5SkE,National Ag Day 2020,20,ble 9,5,0.0
1312,NkM_4MmJJM4,Bringing a severe seep back into production,43,SEEPS scudons Bringing back a severe seep production to,55,-0.3065
1313,LbJNcV_xflI,Ouyen DAFF Carbon Trial Time Lapse,34,nan,0,0.0
1314,fgLWaEayNY8,"Dune Seepage Research Trials - Speed, Victoria",46,nan,0,0.0
1315,JeojNk0AK3U,Sophie Hemley from LLS NSW talks Animal Health issues from the wet and grazing stubbles.,88,MSF NSW Mallee Research Update 2023 local land grdc NISVN Servic co Services,76,0.0
1316,vPJwn_Kdf38,How to identify dry saline land,31,MALLEE seeps dry How identify land saline fo,44,0.0
1317,x9nyInVYIwQ,Murdoch Pulse Lockdown Lowdown,30,ee SUSTAINABLE FARMING mall LOCKDOWN LOWDOWN CRRINIG video LSERIES 20 20 SPRNG video JSERES SPRINGVID AGAIN,107,-0.2595
1318,UPLlHKACt_0,Chris McDonough Livestreams during Alawoona saline land event,61,Chris McDonough nsighi Extension for Aqiculture Ston watcning Land saline ao fi Let's it Bring land back into production,120,0.0
1319,8yJAEgN_PAU,Kerribee Core Site 2011,23,nan,0,0.0
1320,db5hzG0dlfc,Fairbanks Seeds Lettuce Iceberg - Ice Wave,42,nan,0,0.0
1321,aNjoOja4QhE,Fairbanks Seeds - Baby Leaf chard Indie,39,INDIE BABY LEAF R,17,0.0
1322,gak0GI2vCjs,Fairbanks Seeds - Baby Leaf Lettuce Mesclita,44,mesclita lettuce green coral,28,0.0
1323,1xsQWZzLGDQ,"Fairbanks Seeds - Kilakin F1, Hybrid Chinese Cabbage",52,KILAKIN f1 hybrid chinese ABBAG,31,0.0
1324,PLNP1n8YXVo,Fairbanks Seeds - Prodigio Multileaf Lettuce,44,nan,0,0.0
1325,yfnSqhlhjao,Fairbanks Seeds - El Furio F1 Spinach,37,Fairbanks Seeds EL FURIO SPINACH F1,35,0.0
1326,g-y1xNT4Ukc,"Fairbanks Seeds - McLaren Broccoli, Clubroot resistance variety",63,Fairbanks Seeds MCLARENF1 BROCCOLI,34,0.0
1327,GYsfiEDmp-M,Fairbanks Seeds - Spinach Pungi F1,34,nan,0,0.0
1328,YybkSQiLSPw,Fairbanks Seeds - Bunching Kale Review,38,nan,0,0.0
1329,CikfG46XoEY,Fairbanks Seeds - Baby Leaf hybrid chard Locky F1,49,locky fl ichard baby leaf,25,0.0
1330,ndS_XFEzDgE,Fairbanks Seeds - Pungi F1 Spinach,34,Fairbanks Seeds PUNGIF1 SPINACH,31,0.0
1331,_nUbjG90rgc,Fairbanks Radish Crop Focus,27,nan,0,0.0
1332,V1tlHLeaO0U,Fairbanks Seeds - Hybrid Radish Red Planet F1,45,red planet fl hybrid radish,27,0.0
1333,_xQI1L5Wqhk,Kremlin F1 - Baby Leaf Kale,27,kremlin ft baby leat kalses,27,0.0
1334,cWD_fpJVxdQ,Fairbanks Seeds - El Olah F1 (Previously known as El Halo F1) and El Madison F1,79,Fairbanks Seeds MADISON OLAHF1 el & E 上1 (EI OLAH F1PREVIOUSLY KNOWN AS HALOF1) FL SPINACH,90,0.0
1335,zIlBPZa2Tno,Fairbanks Seeds - Future Rocket,31,future rocket wild,18,0.0
1336,Z6C4txrAd_o,Fairbanks Seeds - VicVIC 2023 Field Day - Early Look.,53,nan,0,0.0
1337,a_svO_tMbwk,Fairbanks Seeds - Tarwin Rocket,31,TARWI ROCKE,11,0.0
1338,QIV-33oJRGE,"Fairbanks Seeds - Iceberg Lettuce, Ice Hielo",44,Fairbanks Seeds ICE HIELO LETTUCE ICEBERG s,43,0.0
1339,cetS2gqvZ_w,Fairbanks Seeds - El Majestic F1 Spinach,40,MAJESTIC EL F1 SPINACH BABYI FAF,32,0.0
1340,ZSNj9KRO1iE,What Is DogeCoin,16,nan,0,0.0
1341,0wY4vctIzC8,The Basics of the Bitconnect Ponzi Scheme #shorts #short #shortsvideo,69,What Happened To? bitconnect,28,0.0
1342,vMzuBJ8OpBM,Andrew Tate's Shocking Cryptocurrency Advice: Buy NOW?! 😱,57,Andrew Tate Said Buy Crypto Now,31,0.0
1343,oaXWzr831cs,Brian Armstrong's Selling Activity in Coinbase: #shortsvideo,60,Brian Armstrong Selling Coinbase Stocks!,40,0.0
1344,ClSeuH9SBrM,What Is Shiba Inu  #shorts,26,"What is Shiba Inu erczo Eihereum loken dhich ses a based a dexs ecentralized exchanges and used in de inance deed applications Ethere a allow be which it to ken, Mhicr al lecentralized nd de in",193,0.028
1345,2-NkbiXgIYM,This Man Changed History with His *Surprising* Bitcoin Purchase! #shorts #short #shortsvideo,92,snp moncycndt This Man Changed History 22 2010 hanyece when laszlo y d progranr blcoin posted 5 message lonum ollering d on d excnanqa tor mwo pazzas laszlo Hannak uner 22 ey v a programn d,189,0.0
1346,ycyODn0uwzk,SEC Taking on Coinbase: What you Need to Know! 😱,48,Vs coinbase,11,0.1705
1347,NgXxHS-AL5g,The First Video. My adventure into crypto investing begins.,59,CARDANO,7,0.092
1348,nXj2F9j0798,portfolio update #20,20,Portfolio Update 20,19,0.0
1349,yPaEuq9y_7Q,SBF JALIED!,11,SR IALFDIU sec,14,0.0
1350,HL5L2FuaZbU,Gary Gensler's Crypto Crackdown: Republicans Fight Back Against SEC,67,SEC GOPVS win wil who BINANCE GEMINI coinbase US kraken,55,0.1485
1351,E0EkZvamnkk,Crypto Regulation: Where Does Ron DeSantis Stand,48,Ron Desantis To Ban Crypto m Florida?,37,-0.2095
1352,YVLOKSCM2M8,Portfolio update week 5: Ledger Hacked?,39,JmoneyCrypto b,14,-0.1755
1353,cvYdE8fugLc,The Bitcoin 4-Year Cycle,24,The Bitcoin 4 Year Cycle,24,0.0
1354,LwLclBi15aA,Week 8 Portfolio Update.,24,Portfolio Update Week 8,23,-0.0655
1355,GRAE1rfQZTU,Week 13 Portfolio Update,24,Portfolio Update Week 13,24,0.0
1356,DMVm3_ihggg,What is Ethereum? (ETH),23,WHAT IS ETHEREUM,16,-0.122
1357,ephj7bqwQww,This Man Changed History with His *Surprising* Bitcoin Purchase!,64,CAPAUORAS PAPAJOHNS,19,0.0
1358,cXsDZrT6Dtg,What is What Leverage Trading,29,what is everage Trading B,25,0.0
1359,rTHcj0mSJGI,Tether vs USDC: Which Stablecoin Is Right for You,49,TEATHER VS USDC $ 干,19,0.0
1360,6Py4w7bF7Rw,IMAX 101: Dome Theatre,22,80 INTERIOR,11,0.0
1361,ByWkXstV1Sw,Starry Night Presents: Constellation Stories for Crater and Hydra (Appropriate for ages 4-8 yrs.),97,arium oort,10,0.0
1362,SuBd5mV4NEg,Planetarium Program: Our Swinging Pendulum,42,por GAndrews ascipors org,25,0.0
1363,GgU78rxzDTc,PoP Storytime: I Love You All Year Through & Seasons activity,61,l ove Moe aoe  s aulyear auyear througy cipor stansbic suric stephanie meason port,82,0.172
1364,K1KTBdOimzQ,A View of the Sun from Earth and from Space.,44,nan,0,0.0
1365,9ZgY7f6J9h4,Air and Flight: Making a Hoopster Glider,40,SC port DISCOVERY CENTER e IMAX INTRIGUE Home Activity Air and Flight: Hoopster,79,0.0
1366,X0GBfVO0vb8,PoP Storytime: This is NOT that Kind of Book & Create Your Own Book activity,76,porT Activity PoP Storytime 8 his is NOT that Kinc OT Book Education papai with Program: and Manager lou,104,0.0695
1367,I44gVrko6mk,LIVE  - Sci-Port Monarch Butterfly Cam,38,SC1 port imax oltslons dr INTRIGUE discoyeky dome,49,0.0
1368,HRx3A1khpHk,A View of the Sun from Earth and from Space.,44,Searching Live View From Sci-Port's Observatory Averet for Sunspots! nasas data trom solar Dynamics Dbservato,109,0.073
1369,aeoi1ZW6_NA,A View of the Sun from Earth and from Space,43,Data NASA'S Solar dynam from nICS Observatory,45,0.0
1370,6gy2CsMZxKY,Air and Space: Making Foam Gliders,34,SCI port DISCOVERY s CENTER IMAX INTRIGUE Home Activity Glider Air and Flight: Foar,83,0.0
1371,d91GLsbIm8k,Louisiana 2012 Attraction of the Year,37,nan,0,0.1875
1372,1i5hcB4gwas,PoP Storytime: Stars & Activity,31,STARS sciOport,14,0.0
1373,nPkfGJYcipk,Planetarium Program: All About the Sun,38,SC port CENTEF,14,0.0
1374,8X7J_JU3NuA,PoP Storytime: Don't Throw that Away! & Activity celebrating 50th Anniversary of Earth Day,90,port Storytime Activity PoP 8 Birthday Earth Happy Day papal with programs and Education Manager 10,99,0.22949999999999998
1375,uqcZaq543Zc,A View of the Sun from Earth and from Space,43,NASA's Data from Solar Dynamics Observatory,43,0.148
1376,0G7X_N-4SoQ,A View of the Sun from Earth and from Space,43,Searching Live View From ren Sci-Port's avetett Observatory for Sunspots! data trom nasas solar Dynamics Observator,115,0.069
1377,AdzdXBGvX7M,A View of the Sun from Earth and from Space,43,NASA's Data from Solar dynam iics Observatory aie ord oslee,59,0.0
1378,lLwv3PtBFrk,Home Activity: My Life as a Tree,32,SCI SC1 port is e DISCOVERY CENTER Activity: Home Life Iree My as a with floor Kenneth smith Manager,100,0.0
1379,0CLDWTHZkRE,Searching for Sunspots!,23,Searching Live View From Sci-Port's averrett ODSBN for Sunspots! data trom nasas solar dynamics Observator,106,0.073
1380,H6qYdSBHW9M,Interesting 11 Story Schindler HT Traction Elevators @ Crown Plaza Hotel in Ft Lauderdale Florida,97,10 11,5,0.086
1381,bHIwy7SnMtk,5 Story KONE KSS hydraulic elevators @The nationwide children hospital in Columbus Ohio,87,nan,0,0.0
1382,2kpggAXrifY,Smooth Dover impulse in market parking garage in Roanoke VA,59,nan,0,0.0
1383,5dxQUU95M-Q,Otis vintage elevator in Ortin hall,35,2 B,3,0.0
1384,yiq8ov82v_A,Early Otis Series 1 Hydraulic @ Imperial Square Strip Mall Ft Lauderdale Florida,80,2,1,0.0
1385,rcRAUQj3O7Y,7 story Dover traction elevators in the Red Roof inn hotel in Columbus Ohio,75,nan,0,0.0
1386,ZjOj9xQWnuA,2 Dover Impulse Hydraulic elevators @ w Old Wilson bridge Rd Worthington OH,75,nan,0,0.0
1387,i2LARdq23DI,Vintage Montgomery Hydraulic elevator at Macy’s at Kentwood mall in Cincinnati Ohio,83,UL D14 DOOR DOOR OPEN CLOSE,27,0.0
1388,WEpD-xlnoZI,Epic Vintage Otis “Brown Button” traction elevator @ Private Office building Canton Ohio,88,3eD FLoOR LOLKED,16,0.0
1389,gu6dYd_SgT0,Rough Schindler 3 Story Hydraulic at Red Roof Inn Dayton Ohio,61,2,1,0.0
1390,TexL766Bu44,Otis series 5 hydraulic elevators in the select specialty hospital in Newark,76,*1 1R,5,0.0
1391,MCO4KX4ZBRE,Dover Hydraulic Modernized By Thyssenkrupp At Embassy Suites In Westerville Ohio,80,nan,0,0.0
1392,CWfPZ6VpDtQ,Fujitec death trap traction elevators in the ford building in Detroit MI,72,O,1,-0.1915
1393,IRt8GRumho0,Vintage Otis/Busch Bros 7 Story Traction elevator in vintage parking garage in Cincinnati Ohio,94,B SB,4,0.0
1394,r0dQH1YvLqA,Orange Otis traction elevators in riverside hospital in Columbus Ohio,69,OTIS ELEVATORHO,15,0.0
1395,4pMHi4gzK-E,Door issues Schindler RT modernized by KONE in greater Columbus convention center,81,ELEVATORB3,10,0.0925
1396,Zf5a_n94HwI,Thyssenkrupp traction elevators in the Free Press building in Detroit MI,72,nan,0,0.124
1397,pLrdq4s-Ds0,Standing on top of the elevator,31,nan,0,0.1325
1398,N3YmxQJ5Xvo,Nice Montgomery elevator,24,nan,0,0.2915
1399,GgHy71rHKI4,Unknown hydraulic elevator in unknown location,46,nan,0,0.0
1400,LHeDXsi085I,A4M: Dr Surprised by 5 Minute Relief Patch 0:49 Sec,51,5 anune relief DATCL foster ames,32,0.427
1401,TrZWcpJ0vi8,Skeptic Pam Loves Tuning Element,32,nan,0,0.1045
1402,LATcwQN373w,Stroke victim talks about how Tuning Element helped his body.,61,nan,0,-0.0945
1403,SzCxb8SnNmg,MVI 5147,8,TUNING ELEMENT,14,0.0
1404,YmbgyRI1v4o,TE Testimonies v2,17,TUNING My RELIELF FROM Carpal Tunnel & Back Pain,48,-0.16
1405,daymnG8YTFA,Tuning Element   Doctor's Story 2 1 3,37,nan,0,0.0
1406,wAHGCMiJWS4,Pat Ferguson   Husband's Testimony,34,Elen Tuning lt my Maciejcz Jana B Therapet aro pnuloy,53,0.0
1407,LYctiiaa12A,Employee Testimony - Ayrie,26,Question: What do know about you ctuning it Element company) as a,65,0.0
1408,xflZUq9ycmc,What Aquatune Structured Water Bottles Can Do For YOU!,54,TUNING ELEMENT HYDRATE BETTER!,30,0.258
1409,hGfXg_B_-co,Sue's Testimony about  our Aqua Tune,36,nan,0,0.0
1410,kybTS_2JIMA,WATCH WHAT THIS 70-YEAR-OLD DOES...,35,TUNING,6,0.0
1411,O12scE1_Xkw,Tuning Element Can Help With Menstrual Cramps,45,nan,0,0.155
1412,TZbniE3c_nY,How will my body react to the product?,38,HOWWILLMY BODYREACT?,20,0.0
1413,ZWm0TLAS3pw,I can touch the floor!! Vella & Bob H  Testimony,48,mes iins,8,0.0
1414,8_dMQZ_t-Ng,How to Boost Recovery and Healing After Practice!,49,INSTANT RECOVERY BOOST 5MINUTE RELIEFPATN,41,0.2015
1415,-X99tnhAnYU,Tuning Element Level 5 Gold Necklace Push-up Test!,50,3 TUNING ELEMENT STRONGER?,26,0.2825
1416,LkvboUpFeqQ,How long will it take for the product to work?,46,tuning RESULTS? How long does it take till the works? product,61,0.0
1417,49yxr5uvdfk,Support Pet Health with Tuning Element Pet Clip!,48,nan,0,0.1495
1418,ytVgCWUsK20,In his Element,14,nan,0,0.0
1419,AC6SVe0sSQI,The SECRET to Supporting Pain Management!,41,SUPPORT PAIN RELIEF,19,0.10399999999999998
1420,35ynI9gtWwM,Outlook Online Archive,22,"pam 65S4 a"" Mm LOGIX",20,0.0
1421,LohoxHG1rU8,AI is impacting almost all industries and we have to shift our roles #jobs #ai #workforce #shift,96,AI ls mosc AI cting almost s ind all all industr see c hife ie iob ro idable,76,0.0
1422,uwDpVL493q8,Get better focus and be more productive #focus #snooze #productivity #shorts,76,nad tst ormal nadoe ather Toolo nia TOCUG naden bat kolfocus nos be more volce fas giculing do d red,100,0.1125
1423,7z0WtOtHL3c,Being in the cloud does not mean you are automatically secure! #security #cloud #responsibility,95,Bei oud does cloud Bemg d che d cilce 106 ouo not teun s sy dr pro y res re RIBE ART,84,0.086
1424,2G3iEgrR0Is,How do world class MSPs deliver different results,49,PCSN,4,0.0
1425,RM4SQdT2JE4,What are certificates and what happened with Windows 11?,56,味,1,0.122
1426,HsKp_yvCsoQ,5 Ways AI can help your business,32,SUBSCRIBE,9,0.1755
1427,TqgYgEf3wE0,iOS16 came out but not ipadOS16. What might this mean?,54,pesn poroitinaet clasoloions ser,32,0.0
1428,p-9MifDjR3I,"If you keep your passwords in Lastpass, you may need to take some action since last breach.",91,色,1,0.0
1429,2J7EPckqMLY,What makes us different from other service providers,52,centraliced services VCTO project NcfAamu ouppor+,49,0.0
1430,sYiR-iB7Pzw,Do you really need backup if you're in the cloud?,49,pcsn oe pc Solutions Nlo PEEI DIE.,34,0.04400000000000001
1431,LmA8n_Z4OE0,Security incidence response plan,32,PCSN po solmtions net PC.Solutions. Net,39,0.012500000000000011
1432,j0byDVU2F7g,Kaseya breach update,20,nan,0,-0.1235
1433,KIT3oIGXfh0,Two Teams Apps,14,nan,0,0.0
1434,qKWJ0fYrHX4,"It’s not magic it’s AI, more specifically it’s ChatGPT #chatgpt #ai #intelligence #shorts",89,"AI m cally AI, specifically more Chat magical ChatGPT is gical but.",67,0.069
1435,yZQhYmTFcE0,How do you choose?,18,pcsolutionsnet,14,0.1055
