,vidid,title,tmblink,views,channelName,avgViews/Video
297,DRZ1SoPdc6M,How To Dry Wet Boots Fast?,https://i.ytimg.com/vi/DRZ1SoPdc6M/hqdefault.jpg,42867,Mr SunY,1024449.5440180588
298,XxCwYZerFnw,5 Awesome Life Hacks You Should Know,https://i.ytimg.com/vi/XxCwYZerFnw/hqdefault.jpg,21674,Mr SunY,1024449.5440180588
299,u1K360Nz5hA,5 Awesome Magic Tricks,https://i.ytimg.com/vi/u1K360Nz5hA/hqdefault.jpg,1191,Mr SunY,1024449.5440180588
300,qOVAbKKSH10,Blockchain Technology Explained (2 Hour Course),https://i.ytimg.com/vi/qOVAbKKSH10/hqdefault.jpg,3893644,Coding Tech,39262.51321928461
301,cmkKxNN7cs4,Writing Beautiful Packages in Go,https://i.ytimg.com/vi/cmkKxNN7cs4/hqdefault.jpg,121453,Coding Tech,39262.51321928461
302,_lE6U34pXnE,How I Hacked Every Major IDE in 2 Weeks,https://i.ytimg.com/vi/_lE6U34pXnE/hqdefault.jpg,65617,Coding Tech,39262.51321928461
303,4jROlXH9Nvc,A Deep Dive into NLP with PyTorch,https://i.ytimg.com/vi/4jROlXH9Nvc/hqdefault.jpg,45629,Coding Tech,39262.51321928461
304,aGPi27VGWVM,Python Standard Library: The Hidden Gems,https://i.ytimg.com/vi/aGPi27VGWVM/hqdefault.jpg,33392,Coding Tech,39262.51321928461
305,xmob0Lox_FQ,Into WebAssembly,https://i.ytimg.com/vi/xmob0Lox_FQ/hqdefault.jpg,26543,Coding Tech,39262.51321928461
306,EIGjT5NYjjM,GraphQL in Python 🍓,https://i.ytimg.com/vi/EIGjT5NYjjM/hqdefault.jpg,20857,Coding Tech,39262.51321928461
307,wIIQlkyTP_I,10 Amazing Developer Tools and Tips (aka Level Up Your Developer Productivity),https://i.ytimg.com/vi/wIIQlkyTP_I/hqdefault.jpg,17574,Coding Tech,39262.51321928461
308,BOSQ8m21oLo,Intro to Modern JavaScript,https://i.ytimg.com/vi/BOSQ8m21oLo/hqdefault.jpg,14672,Coding Tech,39262.51321928461
309,5To_PB3xBdY,The Universal Serial Web,https://i.ytimg.com/vi/5To_PB3xBdY/hqdefault.jpg,12688,Coding Tech,39262.51321928461
310,0YOaYUYd2-s,Building Realtime Serverless APIs with GraphQL and Azure,https://i.ytimg.com/vi/0YOaYUYd2-s/hqdefault.jpg,11030,Coding Tech,39262.51321928461
311,62ZRPJkHOX0,NodeJS: Let It Crash!,https://i.ytimg.com/vi/62ZRPJkHOX0/hqdefault.jpg,9745,Coding Tech,39262.51321928461
312,tiavPB8h0es,How to Start a Solo Project that You'll Stick With,https://i.ytimg.com/vi/tiavPB8h0es/hqdefault.jpg,8677,Coding Tech,39262.51321928461
313,qdjn7Ryaq5Y,New and Exciting Features in NodeJS,https://i.ytimg.com/vi/qdjn7Ryaq5Y/hqdefault.jpg,7628,Coding Tech,39262.51321928461
314,AwJItZbCAv4,Asynchronous Event Handling Using Microservices and Kafka,https://i.ytimg.com/vi/AwJItZbCAv4/hqdefault.jpg,6789,Coding Tech,39262.51321928461
315,qVhj4-F1v0g,Building A Sliding Puzzle Game with a Custom Image Using ReactJS,https://i.ytimg.com/vi/qVhj4-F1v0g/hqdefault.jpg,5814,Coding Tech,39262.51321928461
316,-3Xabm9yewk,Dark Mode Using CSS,https://i.ytimg.com/vi/-3Xabm9yewk/hqdefault.jpg,4958,Coding Tech,39262.51321928461
317,Xd-tmhdLJp0,Rethinking Data Visulisation with PyScript  || Valerio Maggio,https://i.ytimg.com/vi/Xd-tmhdLJp0/hqdefault.jpg,4254,Coding Tech,39262.51321928461
318,ahIicKEePus,Sherlock Holmes and the Cryptic Case of API Security || Brenton House,https://i.ytimg.com/vi/ahIicKEePus/hqdefault.jpg,3468,Coding Tech,39262.51321928461
319,I0kC9WI3FRc,Craft Product Strategy: Blueprint for Success,https://i.ytimg.com/vi/I0kC9WI3FRc/hqdefault.jpg,1297,Coding Tech,39262.51321928461
320,W_OuYDJ2vjQ,TERMINATING MINERAL INSULATED COPPER CABLE IN 60 SECONDS - #shorts,https://i.ytimg.com/vi/W_OuYDJ2vjQ/hqdefault.jpg,88253253,eFIXX,558478.392739274
321,is3EsCgj8NI,Probably the Best Plug in the World 🇬🇧🔌🔌🔌,https://i.ytimg.com/vi/is3EsCgj8NI/hqdefault.jpg,1548309,eFIXX,558478.392739274
322,EX2-fEJGBwI,Building up an Earth Bond Relay,https://i.ytimg.com/vi/EX2-fEJGBwI/hqdefault.jpg,365061,eFIXX,558478.392739274
323,kD-6d5sfV88,Electricians’ always clean up 🧹,https://i.ytimg.com/vi/kD-6d5sfV88/hqdefault.jpg,168166,eFIXX,558478.392739274
324,US9xV85pz5s,BIN THE BUTT CRIMPS the new WAGO 221 is GREAT #shorts,https://i.ytimg.com/vi/US9xV85pz5s/hqdefault.jpg,98521,eFIXX,558478.392739274
325,3oMK4rFZA3M,an Electrician that LOVES ❤️ Plumbing 😬,https://i.ytimg.com/vi/3oMK4rFZA3M/hqdefault.jpg,62764,eFIXX,558478.392739274
326,MiyuVbjkAck,Unlock the Power of Sunsynk Hybrid Inverters plus 🔋🪫,https://i.ytimg.com/vi/MiyuVbjkAck/hqdefault.jpg,50147,eFIXX,558478.392739274
327,jsa-ydukCmY,🇬🇧 PLUG with Secret Instructions,https://i.ytimg.com/vi/jsa-ydukCmY/hqdefault.jpg,38574,eFIXX,558478.392739274
328,TSGpIqCxI1U,This is going to be Megger - The NEW X1 Multifunction Tester,https://i.ytimg.com/vi/TSGpIqCxI1U/hqdefault.jpg,32113,eFIXX,558478.392739274
329,CXF5ppYM1RM,An Electrician Tackles Kirigami,https://i.ytimg.com/vi/CXF5ppYM1RM/hqdefault.jpg,26145,eFIXX,558478.392739274
330,x8eCM6Ngp9Q,EV CHARGER INSTALLATION PART 3: CONNECTIONS includes CT Hack!,https://i.ytimg.com/vi/x8eCM6Ngp9Q/hqdefault.jpg,21389,eFIXX,558478.392739274
331,p5mQU2gl25Y,MYENERGI EDDI takes control of the GAS water heating,https://i.ytimg.com/vi/p5mQU2gl25Y/hqdefault.jpg,17800,eFIXX,558478.392739274
332,_ZcsvQLP-Uo,What is an MCB and How do They Work?,https://i.ytimg.com/vi/_ZcsvQLP-Uo/hqdefault.jpg,14595,eFIXX,558478.392739274
333,83lVeDxKXUY,REVEALED: How Much Money Do Self Employed Electricians Make?,https://i.ytimg.com/vi/83lVeDxKXUY/hqdefault.jpg,11873,eFIXX,558478.392739274
334,FRsUKYAKpLY,ELECTRICIANS Q&A: CABLE TRAY GROUPING FACTOR CALCULATIONS,https://i.ytimg.com/vi/FRsUKYAKpLY/hqdefault.jpg,9736,eFIXX,558478.392739274
335,mOcPSM9RQv8,Should electricians assume TN-S and TN-C-S are both PME earthing systems.,https://i.ytimg.com/vi/mOcPSM9RQv8/hqdefault.jpg,7937,eFIXX,558478.392739274
336,Nt3a5t1gmtw,Metal Trunking Accessories,https://i.ytimg.com/vi/Nt3a5t1gmtw/hqdefault.jpg,6179,eFIXX,558478.392739274
337,OiUBbvNSMK8,ARE YOU INSTALLING RELIABLE LED LIGHTING? - Lewden lux,https://i.ytimg.com/vi/OiUBbvNSMK8/hqdefault.jpg,4597,eFIXX,558478.392739274
338,xe9tAknuGW4,"WAGO CEILING ROSE, EV NICK takes on the electricians' challenge and PRIZE GIVE AWAY",https://i.ytimg.com/vi/xe9tAknuGW4/hqdefault.jpg,3318,eFIXX,558478.392739274
339,JYwVqI1In5Q,eFIXX Awards 2023 Education Category Winners,https://i.ytimg.com/vi/JYwVqI1In5Q/hqdefault.jpg,753,eFIXX,558478.392739274
340,cKwS4NfgGgc,Three great gadgets for every man!,https://i.ytimg.com/vi/cKwS4NfgGgc/hqdefault.jpg,72044759,YouFact Tech,646111.0842293907
341,1lBa0voSo48,15 COOLEST Gadgets For Your ROOM That Are Worth Buying,https://i.ytimg.com/vi/1lBa0voSo48/hqdefault.jpg,2144664,YouFact Tech,646111.0842293907
342,Roay3Yfr63A,15 Coolest Gadgets That Are Worth Seeing,https://i.ytimg.com/vi/Roay3Yfr63A/hqdefault.jpg,1165277,YouFact Tech,646111.0842293907
343,BnY7rdFjYlA,20 Coolest Summer Gadgets You Can Actually Buy,https://i.ytimg.com/vi/BnY7rdFjYlA/hqdefault.jpg,584642,YouFact Tech,646111.0842293907
344,nZX8docryPA,Cool gadgets for men,https://i.ytimg.com/vi/nZX8docryPA/hqdefault.jpg,435034,YouFact Tech,646111.0842293907
345,_r6I-sLM9yg,14 Coolest Gadgets Every Man Will Appreciate,https://i.ytimg.com/vi/_r6I-sLM9yg/hqdefault.jpg,311149,YouFact Tech,646111.0842293907
346,aljIWcaiL2g,16 Coolest Gadgets That Are Worth Seeing,https://i.ytimg.com/vi/aljIWcaiL2g/hqdefault.jpg,261292,YouFact Tech,646111.0842293907
347,t5yTTP_Yk_8,22 Coolest Gadgets You Can Actually Buy,https://i.ytimg.com/vi/t5yTTP_Yk_8/hqdefault.jpg,213719,YouFact Tech,646111.0842293907
348,t5ULKkQvh74,19 Coolest Gadgets That You Can Actually Buy,https://i.ytimg.com/vi/t5ULKkQvh74/hqdefault.jpg,180322,YouFact Tech,646111.0842293907
349,tkh_IexG1uU,12 Coolest Gadgets That Are Worth Buying,https://i.ytimg.com/vi/tkh_IexG1uU/hqdefault.jpg,155535,YouFact Tech,646111.0842293907
350,c6C7FYS2M9E,19 Awesome CAR Gadgets You’ll Want To Have,https://i.ytimg.com/vi/c6C7FYS2M9E/hqdefault.jpg,136056,YouFact Tech,646111.0842293907
351,YNdsGCz6QEo,13 Coolest Gadgets You Can Buy Online,https://i.ytimg.com/vi/YNdsGCz6QEo/hqdefault.jpg,111273,YouFact Tech,646111.0842293907
352,FeUMKmVpyUs,Cool multitools for men,https://i.ytimg.com/vi/FeUMKmVpyUs/hqdefault.jpg,78987,YouFact Tech,646111.0842293907
353,6rJpmvBllto,Coolest Gadgets You Will Definitely Enjoy,https://i.ytimg.com/vi/6rJpmvBllto/hqdefault.jpg,62378,YouFact Tech,646111.0842293907
354,2fRf7hUiynA,10 COOLEST HOME Gadgets That Are Worth Buying + Giveaway,https://i.ytimg.com/vi/2fRf7hUiynA/hqdefault.jpg,41549,YouFact Tech,646111.0842293907
355,I7e4WSxsmoM,Сar gadgets available on Amazon right now,https://i.ytimg.com/vi/I7e4WSxsmoM/hqdefault.jpg,31094,YouFact Tech,646111.0842293907
356,qlqcKBy19uM,Essential gadgets for any trip!,https://i.ytimg.com/vi/qlqcKBy19uM/hqdefault.jpg,23106,YouFact Tech,646111.0842293907
357,kLD6AslfLsU,You’ll have a great time with these gadgets!,https://i.ytimg.com/vi/kLD6AslfLsU/hqdefault.jpg,15043,YouFact Tech,646111.0842293907
358,IJJRckcyk1s,Say NO to stress!,https://i.ytimg.com/vi/IJJRckcyk1s/hqdefault.jpg,8289,YouFact Tech,646111.0842293907
359,8cIQ8F9xC70,9 Cheap APPLE Alternatives That Are Worth Buying,https://i.ytimg.com/vi/8cIQ8F9xC70/hqdefault.jpg,1267,YouFact Tech,646111.0842293907
360,D0BrG7O8wmA,How to Make the Apple Logo on Your iPhone Light Up Like a Macbook (iPhone 6 & iPhone 6 Plus),https://i.ytimg.com/vi/D0BrG7O8wmA/hqdefault.jpg,12468617,TheUnlockr,121049.07010014306
361,Ct3afssstno,How To Stop your Email from Showing Up in iMessage on your iPhone,https://i.ytimg.com/vi/Ct3afssstno/hqdefault.jpg,394554,TheUnlockr,121049.07010014306
362,TgG0upE77mk,Huawei P20 Pro Complete Walkthrough,https://i.ytimg.com/vi/TgG0upE77mk/hqdefault.jpg,212393,TheUnlockr,121049.07010014306
363,5cWA9sxtDt8,"Samsung Galaxy S21 Ultra Real-World Test (Camera Comparison, Battery Test, & Vlog)",https://i.ytimg.com/vi/5cWA9sxtDt8/hqdefault.jpg,152810,TheUnlockr,121049.07010014306
364,6jcxXpVk1_c,Asus Zenbook Pro Duo Complete Walkthrough: Dual Screen Laptop,https://i.ytimg.com/vi/6jcxXpVk1_c/hqdefault.jpg,114168,TheUnlockr,121049.07010014306
365,RlYac67A6b8,How To Root the HTC Wildfire Unrevoked Method,https://i.ytimg.com/vi/RlYac67A6b8/hqdefault.jpg,87971,TheUnlockr,121049.07010014306
366,qAbY81Uu9qs,How to Remap the Bixby Button (and Launch a Different App Instead),https://i.ytimg.com/vi/qAbY81Uu9qs/hqdefault.jpg,71015,TheUnlockr,121049.07010014306
367,hQOdjNADWNo,How Foldable Screens Work (& How We Got to This Point),https://i.ytimg.com/vi/hQOdjNADWNo/hqdefault.jpg,55283,TheUnlockr,121049.07010014306
368,ieWsYjHFpao,Surface Laptop 2 Complete Walkthrough: The Best Looking Laptop You Can Buy,https://i.ytimg.com/vi/ieWsYjHFpao/hqdefault.jpg,44851,TheUnlockr,121049.07010014306
369,60z9YBv9Ksw,How To Root the Dell Streak (www.TheUnlockr.com),https://i.ytimg.com/vi/60z9YBv9Ksw/hqdefault.jpg,37276,TheUnlockr,121049.07010014306
370,Sp4RS30EHX4,How to Set Custom Vibrations on the iPhone,https://i.ytimg.com/vi/Sp4RS30EHX4/hqdefault.jpg,30558,TheUnlockr,121049.07010014306
371,6BMaXYkGK0g,How To Install and Remove Safestrap Recovery on the Motorola Droid Razr,https://i.ytimg.com/vi/6BMaXYkGK0g/hqdefault.jpg,24846,TheUnlockr,121049.07010014306
372,B4vVcofUyt0,How to Automatically Digitize Anything You Write on a Whiteboard,https://i.ytimg.com/vi/B4vVcofUyt0/hqdefault.jpg,19452,TheUnlockr,121049.07010014306
373,nXKY6sQfx4A,How to Customize App Folders on your Home Screen Using TinyGrid+,https://i.ytimg.com/vi/nXKY6sQfx4A/hqdefault.jpg,15269,TheUnlockr,121049.07010014306
374,WHGrsitxE0k,How to Root the Samsung Galaxy S6 & S6 Edge,https://i.ytimg.com/vi/WHGrsitxE0k/hqdefault.jpg,11062,TheUnlockr,121049.07010014306
375,4hNLqddSmqk,How to Add a Virtual Home Button to iOS,https://i.ytimg.com/vi/4hNLqddSmqk/hqdefault.jpg,8112,TheUnlockr,121049.07010014306
376,O92qjcMqcLU,How To Transfer Photos from Facebook to Google+,https://i.ytimg.com/vi/O92qjcMqcLU/hqdefault.jpg,6016,TheUnlockr,121049.07010014306
377,PtI3683lmOM,The Sequel to the Most Popular Folding Phone,https://i.ytimg.com/vi/PtI3683lmOM/hqdefault.jpg,4266,TheUnlockr,121049.07010014306
378,i2krnsHB6bY,Windows Phone 101: How to View Desktop Version of Websites,https://i.ytimg.com/vi/i2krnsHB6bY/hqdefault.jpg,2164,TheUnlockr,121049.07010014306
379,_9EuZZfAO9g,Droid Chare Sample Video,https://i.ytimg.com/vi/_9EuZZfAO9g/hqdefault.jpg,116,TheUnlockr,121049.07010014306
380,kiiA6WTCQn0,Introduction to Operational Amplifier: Characteristics of Ideal Op-Amp,https://i.ytimg.com/vi/kiiA6WTCQn0/hqdefault.jpg,2146863,ALL ABOUT ELECTRONICS,169756.23241590214
381,KylJ2v1_c-o,Transient Analysis: First order R C and R L Circuits,https://i.ytimg.com/vi/KylJ2v1_c-o/hqdefault.jpg,546009,ALL ABOUT ELECTRONICS,169756.23241590214
382,aU24RWIgJVs,Op-Amp Differentiator (with Derivation and Examples),https://i.ytimg.com/vi/aU24RWIgJVs/hqdefault.jpg,437688,ALL ABOUT ELECTRONICS,169756.23241590214
383,Pc1aFloxSMw,R-2R Ladder DAC Explained (with Solved Example),https://i.ytimg.com/vi/Pc1aFloxSMw/hqdefault.jpg,339412,ALL ABOUT ELECTRONICS,169756.23241590214
384,eFPTBATfX70,"Voltage, Current and Power explained",https://i.ytimg.com/vi/eFPTBATfX70/hqdefault.jpg,269203,ALL ABOUT ELECTRONICS,169756.23241590214
385,FUhCrWoNA2c,System on Chip (SoC) Explained,https://i.ytimg.com/vi/FUhCrWoNA2c/hqdefault.jpg,213231,ALL ABOUT ELECTRONICS,169756.23241590214
386,ta1sUTiJNkY,"Decibel (dB): What is dB, dBm, dBW, and dBV in Electronics? Difference between dB and dBm",https://i.ytimg.com/vi/ta1sUTiJNkY/hqdefault.jpg,166284,ALL ABOUT ELECTRONICS,169756.23241590214
387,Yryi1bbmUjU,Amplitude Modulation (AM) Explained,https://i.ytimg.com/vi/Yryi1bbmUjU/hqdefault.jpg,134832,ALL ABOUT ELECTRONICS,169756.23241590214
388,utBRWK4GmmE,MOSFET Transconductance and MOSFET Small Signal Model Explained,https://i.ytimg.com/vi/utBRWK4GmmE/hqdefault.jpg,107998,ALL ABOUT ELECTRONICS,169756.23241590214
389,YmKmS9bpMqM,Boolean Function Representation: SOP and POS Form | Minterms and Maxterms Explained,https://i.ytimg.com/vi/YmKmS9bpMqM/hqdefault.jpg,90313,ALL ABOUT ELECTRONICS,169756.23241590214
390,1tmdiGvvzzw,Solved Problems on Magnetically Coupled Circuits,https://i.ytimg.com/vi/1tmdiGvvzzw/hqdefault.jpg,76451,ALL ABOUT ELECTRONICS,169756.23241590214
391,PV8CMZZKrB4,Ohm's law Explained,https://i.ytimg.com/vi/PV8CMZZKrB4/hqdefault.jpg,60770,ALL ABOUT ELECTRONICS,169756.23241590214
392,qFbdsLm5mvI,MOSFET- Channel Length Modulation Explained,https://i.ytimg.com/vi/qFbdsLm5mvI/hqdefault.jpg,50395,ALL ABOUT ELECTRONICS,169756.23241590214
393,xU7nGvADHZM,Active Clamper Circuit (Clamper Circuit using Op-Amp) Explained,https://i.ytimg.com/vi/xU7nGvADHZM/hqdefault.jpg,41942,ALL ABOUT ELECTRONICS,169756.23241590214
394,Ph0UlER9S08,Y- Parameters Explained | Condition of Reciprocity and Symmetry for Y- parameters,https://i.ytimg.com/vi/Ph0UlER9S08/hqdefault.jpg,34690,ALL ABOUT ELECTRONICS,169756.23241590214
395,vBvLu3euc2Q,"MOSFET Biasing: Depletion Type MOSFET Biasing (Fixed Bias, Self Bias and Voltage Divider Bias)",https://i.ytimg.com/vi/vBvLu3euc2Q/hqdefault.jpg,26948,ALL ABOUT ELECTRONICS,169756.23241590214
396,2CkyYg__FTc,Pass Transistor Logic Explained | How to Implement Logic Gates using Pass Transistor Logic ?,https://i.ytimg.com/vi/2CkyYg__FTc/hqdefault.jpg,15158,ALL ABOUT ELECTRONICS,169756.23241590214
397,IFFVWE0qS6k,Binary Sequence Generator using Shift Register (with Simulation) | Digital Electronics,https://i.ytimg.com/vi/IFFVWE0qS6k/hqdefault.jpg,8179,ALL ABOUT ELECTRONICS,169756.23241590214
398,SsRLGRnPfvI,Membership Quiz 1 & 2 (Solution),https://i.ytimg.com/vi/SsRLGRnPfvI/hqdefault.jpg,3075,ALL ABOUT ELECTRONICS,169756.23241590214
399,cJ9JXa7EZII,Membership Quiz # 9(Analog Communication - Amplitude Modulation ),https://i.ytimg.com/vi/cJ9JXa7EZII/hqdefault.jpg,732,ALL ABOUT ELECTRONICS,169756.23241590214
400,W6mRkmbn7Kk,Why Did Megalodon Go Extinct?,https://i.ytimg.com/vi/W6mRkmbn7Kk/hqdefault.jpg,19713390,The Wild Times Podcast,309487.7889908257
401,i8QvO2S36oU,Forrest Galante's Favorite Animals in Madagascar,https://i.ytimg.com/vi/i8QvO2S36oU/hqdefault.jpg,1745701,The Wild Times Podcast,309487.7889908257
402,Td75eLXbh0I,Forrest Galante Responds to Being Called a Phony After Joe Rogan Podcast #Shorts,https://i.ytimg.com/vi/Td75eLXbh0I/hqdefault.jpg,389219,The Wild Times Podcast,309487.7889908257
403,a9Y7AJkfq4s,The Story of Nyami Nyami,https://i.ytimg.com/vi/a9Y7AJkfq4s/hqdefault.jpg,159864,The Wild Times Podcast,309487.7889908257
404,USorMxUndjE,Extinct or Alive Animals Game With Forrest Galante Pt. 7,https://i.ytimg.com/vi/USorMxUndjE/hqdefault.jpg,92183,The Wild Times Podcast,309487.7889908257
405,eVkhTceO230,Anaconda vs. Snapping Turtle,https://i.ytimg.com/vi/eVkhTceO230/hqdefault.jpg,64074,The Wild Times Podcast,309487.7889908257
406,lEvTMNcLLdw,This Is The Weirdest Fish You’ve Ever Seen #shorts #animals #podcast,https://i.ytimg.com/vi/lEvTMNcLLdw/hqdefault.jpg,45758,The Wild Times Podcast,309487.7889908257
407,B8jGXrcyGnQ,The Wild Times #102 - The Origin of Extinct or Alive,https://i.ytimg.com/vi/B8jGXrcyGnQ/hqdefault.jpg,33883,The Wild Times Podcast,309487.7889908257
408,YqlywIaJ6G0,Wildlife Biologist Breaks Down Recent Thylacine Photo Evidence,https://i.ytimg.com/vi/YqlywIaJ6G0/hqdefault.jpg,27539,The Wild Times Podcast,309487.7889908257
409,WDBMbNPI4uU,Orca Will Be Freed From Captivity After 50 Years,https://i.ytimg.com/vi/WDBMbNPI4uU/hqdefault.jpg,21988,The Wild Times Podcast,309487.7889908257
410,0oRhkcZy7qU,Extinct or Alive Behind The Scenes - Formosan Clouded Leopard,https://i.ytimg.com/vi/0oRhkcZy7qU/hqdefault.jpg,18098,The Wild Times Podcast,309487.7889908257
411,teJaVw6XgL0,"TWT #30 - Penguins High on Nitrous, Murder Hornet Update, Orangutan Escapes",https://i.ytimg.com/vi/teJaVw6XgL0/hqdefault.jpg,16417,The Wild Times Podcast,309487.7889908257
412,a5haXWWEGBM,Should We Bring These Animals Back From Extinction?,https://i.ytimg.com/vi/a5haXWWEGBM/hqdefault.jpg,13981,The Wild Times Podcast,309487.7889908257
413,dNER7IJXxyo,Meet Elizabeth Ann: A Cloned Ferret,https://i.ytimg.com/vi/dNER7IJXxyo/hqdefault.jpg,12544,The Wild Times Podcast,309487.7889908257
414,0FkgwoyWXx8,"TWT #26 - Disney Robotic Dolphin, Flamingo Jail Break, Brain Eating Amoeba",https://i.ytimg.com/vi/0FkgwoyWXx8/hqdefault.jpg,11078,The Wild Times Podcast,309487.7889908257
415,RQU0qSGpdUA,Scrolling iNaturalist with Forrest Galante,https://i.ytimg.com/vi/RQU0qSGpdUA/hqdefault.jpg,8352,The Wild Times Podcast,309487.7889908257
416,qMWr7_2F9wQ,Charly Jordan Ran Into a Silverback Gorilla,https://i.ytimg.com/vi/qMWr7_2F9wQ/hqdefault.jpg,5678,The Wild Times Podcast,309487.7889908257
417,lMhsV091ET4,Iceland Ends Whaling for Fin Whales,https://i.ytimg.com/vi/lMhsV091ET4/hqdefault.jpg,4172,The Wild Times Podcast,309487.7889908257
418,ZVJOMOHB6Eo,Forrest Galante Laid In A Bush of Poison Oak While Paintballing,https://i.ytimg.com/vi/ZVJOMOHB6Eo/hqdefault.jpg,2692,The Wild Times Podcast,309487.7889908257
419,puaw3io2STs,Battle Royale #17,https://i.ytimg.com/vi/puaw3io2STs/hqdefault.jpg,482,The Wild Times Podcast,309487.7889908257
420,B1X_HZMJoDs,"I eat a total of 70 pounds of vegetables per month, these are the results. #health #diet #blueprint",https://i.ytimg.com/vi/B1X_HZMJoDs/hqdefault.jpg,5915355,Bryan Johnson,257693.62080536917
421,Z7veiyN4LqU,Top 1% Sleep Ranking - My Evening Routine,https://i.ytimg.com/vi/Z7veiyN4LqU/hqdefault.jpg,991269,Bryan Johnson,257693.62080536917
422,AE9BCIsoqBA,What did you say? How well you hear has a biological age.,https://i.ytimg.com/vi/AE9BCIsoqBA/hqdefault.jpg,500967,Bryan Johnson,257693.62080536917
423,77zknlmZHpM,Keto? Vegan? Paleo? 🙅‍♂️ don’t listen to gurus and fads. Data vs. Human Opinion.,https://i.ytimg.com/vi/77zknlmZHpM/hqdefault.jpg,358369,Bryan Johnson,257693.62080536917
424,FNNvmvwl_z0,I spent millions developing an anti-aging protocol. You can implement the basics for free,https://i.ytimg.com/vi/FNNvmvwl_z0/hqdefault.jpg,255300,Bryan Johnson,257693.62080536917
425,_X5v9AgLVIQ,Los Angeles Airport (LAX) is now on Blueprint,https://i.ytimg.com/vi/_X5v9AgLVIQ/hqdefault.jpg,169225,Bryan Johnson,257693.62080536917
426,N4L12oQnHVo,Project Babyface 👶 : autologous fat transfer. What do you think? Is it working?,https://i.ytimg.com/vi/N4L12oQnHVo/hqdefault.jpg,130885,Bryan Johnson,257693.62080536917
427,aevPz4H38R0,If we want to survive as a species we have to recognize and stop the insanity,https://i.ytimg.com/vi/aevPz4H38R0/hqdefault.jpg,108451,Bryan Johnson,257693.62080536917
428,VERd3WPSixE,It's unclear how long and how well we can live with the advances in anti-aging technology,https://i.ytimg.com/vi/VERd3WPSixE/hqdefault.jpg,98057,Bryan Johnson,257693.62080536917
429,VOgwhmC2UjI,Here are two things I do frequently throughout the day to feel fresh and nimble.,https://i.ytimg.com/vi/VOgwhmC2UjI/hqdefault.jpg,81983,Bryan Johnson,257693.62080536917
430,RCKhCFoSopc,Glad I didn't choke on camera. That would have been awkward  😂,https://i.ytimg.com/vi/RCKhCFoSopc/hqdefault.jpg,69957,Bryan Johnson,257693.62080536917
431,5-7aWzO8jmw,Lesson learned: wear ear protection.,https://i.ytimg.com/vi/5-7aWzO8jmw/hqdefault.jpg,64164,Bryan Johnson,257693.62080536917
432,XwcCLUornrE,The future we want may not be in the technology we build but in our willingness to look at Self.,https://i.ytimg.com/vi/XwcCLUornrE/hqdefault.jpg,50596,Bryan Johnson,257693.62080536917
433,nq8cSJQCn6o,Life would change if we didn't age.,https://i.ytimg.com/vi/nq8cSJQCn6o/hqdefault.jpg,42960,Bryan Johnson,257693.62080536917
434,MpvnKlxMIww,"People often ask me if I have food 'cheat days'? Don't eliminate 99% of choice, eliminate 100%",https://i.ytimg.com/vi/MpvnKlxMIww/hqdefault.jpg,37264,Bryan Johnson,257693.62080536917
435,fDBEEAZoP_8,Every day I work out for an hour. Full routine on YT.,https://i.ytimg.com/vi/fDBEEAZoP_8/hqdefault.jpg,29690,Bryan Johnson,257693.62080536917
436,kMvkJ0vIxHY,Hustle culture is a past and dying era. A new era of being human is here.,https://i.ytimg.com/vi/kMvkJ0vIxHY/hqdefault.jpg,23303,Bryan Johnson,257693.62080536917
437,1qtHRk6XM4c,Proof that I am an AI: even my tears are manufactured.,https://i.ytimg.com/vi/1qtHRk6XM4c/hqdefault.jpg,17873,Bryan Johnson,257693.62080536917
438,BSo81AJoX50,This HRV (Heart Rate Variability) device can help your body get into chill mode.,https://i.ytimg.com/vi/BSo81AJoX50/hqdefault.jpg,13194,Bryan Johnson,257693.62080536917
439,dqsKxoPeSNA,Blueprint wasn't conceived out of fear of death; it is an effort to find things that don't yet exist,https://i.ytimg.com/vi/dqsKxoPeSNA/hqdefault.jpg,727,Bryan Johnson,257693.62080536917
440,LASTN9MbOno,How to Retire on ETHEREUM by 2030 or sooner,https://i.ytimg.com/vi/LASTN9MbOno/hqdefault.jpg,1425743,InvestAnswers,64671.43115124154
441,Q4TAfmcQDtA,"How to Retire on Ethereum with Staking! What it takes, impact of ETH2.0 and best methods",https://i.ytimg.com/vi/Q4TAfmcQDtA/hqdefault.jpg,129474,InvestAnswers,64671.43115124154
442,R9cKhCycWFs,What to Expect in Feb! Bitcoin ETH SOL ALGO Phantom FTX and who NOT to listen to,https://i.ytimg.com/vi/R9cKhCycWFs/hqdefault.jpg,107829,InvestAnswers,64671.43115124154
443,6qnP9Wygr3U,Quick NY Crypto Update! That's a wrap + a few new targets #BTC #SOL #ETH #FTM #AVAX #LUNA #Tesla,https://i.ytimg.com/vi/6qnP9Wygr3U/hqdefault.jpg,95077,InvestAnswers,64671.43115124154
444,8ZT6VOljHU4,"Macro, Markets, Options Action, Adoption + what NOT to do",https://i.ytimg.com/vi/8ZT6VOljHU4/hqdefault.jpg,85846,InvestAnswers,64671.43115124154
