,vidid,title,tmblink,views,channelName,meanVpV
306,EIGjT5NYjjM,GraphQL in Python 🍓,https://i.ytimg.com/vi/EIGjT5NYjjM/hqdefault.jpg,20889,Coding Tech,39262.51321928461
307,dNnZDMEv0bY,World in 2050: Who Will Thrive In The Future,https://i.ytimg.com/vi/dNnZDMEv0bY/hqdefault.jpg,17635,Coding Tech,39262.51321928461
308,BOSQ8m21oLo,Intro to Modern JavaScript,https://i.ytimg.com/vi/BOSQ8m21oLo/hqdefault.jpg,14672,Coding Tech,39262.51321928461
309,5To_PB3xBdY,The Universal Serial Web,https://i.ytimg.com/vi/5To_PB3xBdY/hqdefault.jpg,12705,Coding Tech,39262.51321928461
310,0YOaYUYd2-s,Building Realtime Serverless APIs with GraphQL and Azure,https://i.ytimg.com/vi/0YOaYUYd2-s/hqdefault.jpg,11032,Coding Tech,39262.51321928461
311,62ZRPJkHOX0,NodeJS: Let It Crash!,https://i.ytimg.com/vi/62ZRPJkHOX0/hqdefault.jpg,9747,Coding Tech,39262.51321928461
312,hteylmxCUrY,Solving Layout Problems With CSS Grid and Friends,https://i.ytimg.com/vi/hteylmxCUrY/hqdefault.jpg,8679,Coding Tech,39262.51321928461
313,qdjn7Ryaq5Y,New and Exciting Features in NodeJS,https://i.ytimg.com/vi/qdjn7Ryaq5Y/hqdefault.jpg,7632,Coding Tech,39262.51321928461
314,oiBOxs2QJB0,Up and Coming Standards in JavaScript Modules,https://i.ytimg.com/vi/oiBOxs2QJB0/hqdefault.jpg,6805,Coding Tech,39262.51321928461
315,qVhj4-F1v0g,Building A Sliding Puzzle Game with a Custom Image Using ReactJS,https://i.ytimg.com/vi/qVhj4-F1v0g/hqdefault.jpg,5842,Coding Tech,39262.51321928461
316,-3Xabm9yewk,Dark Mode Using CSS,https://i.ytimg.com/vi/-3Xabm9yewk/hqdefault.jpg,4958,Coding Tech,39262.51321928461
317,Xd-tmhdLJp0,Rethinking Data Visulisation with PyScript  || Valerio Maggio,https://i.ytimg.com/vi/Xd-tmhdLJp0/hqdefault.jpg,4255,Coding Tech,39262.51321928461
318,ahIicKEePus,Sherlock Holmes and the Cryptic Case of API Security || Brenton House,https://i.ytimg.com/vi/ahIicKEePus/hqdefault.jpg,3470,Coding Tech,39262.51321928461
319,I0kC9WI3FRc,Craft Product Strategy: Blueprint for Success,https://i.ytimg.com/vi/I0kC9WI3FRc/hqdefault.jpg,1297,Coding Tech,39262.51321928461
320,W_OuYDJ2vjQ,TERMINATING MINERAL INSULATED COPPER CABLE IN 60 SECONDS - #shorts,https://i.ytimg.com/vi/W_OuYDJ2vjQ/hqdefault.jpg,88473722,eFIXX,558939.563996697
321,Sxef2qoPAgQ,180 Degree bend and thread for conduit light fixture 💡 #shorts,https://i.ytimg.com/vi/Sxef2qoPAgQ/hqdefault.jpg,1556138,eFIXX,558939.563996697
322,5kMQqiVXwOQ,You're Gonna Need a Bigger Board,https://i.ytimg.com/vi/5kMQqiVXwOQ/hqdefault.jpg,364904,eFIXX,558939.563996697
323,kD-6d5sfV88,Electricians’ always clean up 🧹,https://i.ytimg.com/vi/kD-6d5sfV88/hqdefault.jpg,168258,eFIXX,558939.563996697
324,VMS3coDPH7E,Electricians' Christmas wreath making- Seasons Greetings from eFIXX - #shorts,https://i.ytimg.com/vi/VMS3coDPH7E/hqdefault.jpg,97036,eFIXX,558939.563996697
325,3oMK4rFZA3M,an Electrician that LOVES ❤️ Plumbing 😬,https://i.ytimg.com/vi/3oMK4rFZA3M/hqdefault.jpg,62790,eFIXX,558939.563996697
326,atk2ZlcfEAY,IS THIS THE EASIEST LED STRIP LIGHT CONNECTION SYSTEM?,https://i.ytimg.com/vi/atk2ZlcfEAY/hqdefault.jpg,50313,eFIXX,558939.563996697
327,e_aJRe5bf04,REVIEWED: Easee EV charger - the clue is in the name!,https://i.ytimg.com/vi/e_aJRe5bf04/hqdefault.jpg,38940,eFIXX,558939.563996697
328,I9b3xuDzA3U,"EV Charger REVIEW: Cheapest, Smartest and easiest to install with EV Nick.",https://i.ytimg.com/vi/I9b3xuDzA3U/hqdefault.jpg,32330,eFIXX,558939.563996697
329,-YY0r6zC_M8,How many lights can you connect to a light switch?,https://i.ytimg.com/vi/-YY0r6zC_M8/hqdefault.jpg,26360,eFIXX,558939.563996697
330,A4gEbnxbUEU,ZAPTEC GO our fastest ever EV Charger Installation,https://i.ytimg.com/vi/A4gEbnxbUEU/hqdefault.jpg,21447,eFIXX,558939.563996697
331,uaIUl9WfciM,"Cut, strip, twist and ferrule crimp - in one tool: Is the Phoenix Contact Crimp Fox 4 in 1 a winner?",https://i.ytimg.com/vi/uaIUl9WfciM/hqdefault.jpg,17728,eFIXX,558939.563996697
332,PvsKDbhC-Ks,INVISIBLE SWITCHES & SOCKETS using the Hamilton Perception CFX (includes how to fit),https://i.ytimg.com/vi/PvsKDbhC-Ks/hqdefault.jpg,14565,eFIXX,558939.563996697
333,Q2CR00HmRrQ,The top 10 most dangerous electrical DIY mistakes.,https://i.ytimg.com/vi/Q2CR00HmRrQ/hqdefault.jpg,11850,eFIXX,558939.563996697
334,FRsUKYAKpLY,ELECTRICIANS Q&A: CABLE TRAY GROUPING FACTOR CALCULATIONS,https://i.ytimg.com/vi/FRsUKYAKpLY/hqdefault.jpg,9767,eFIXX,558939.563996697
335,Gc1WwcPMfPo,Top Tips for Marking and Cutting Metal Trunking,https://i.ytimg.com/vi/Gc1WwcPMfPo/hqdefault.jpg,7962,eFIXX,558939.563996697
336,Nt3a5t1gmtw,Metal Trunking Accessories,https://i.ytimg.com/vi/Nt3a5t1gmtw/hqdefault.jpg,6191,eFIXX,558939.563996697
337,sChNRI8Hkjg,Top Tips for Fitting Pre-fabricated Accessories to Metal Trunking,https://i.ytimg.com/vi/sChNRI8Hkjg/hqdefault.jpg,4615,eFIXX,558939.563996697
338,xe9tAknuGW4,"WAGO CEILING ROSE, EV NICK takes on the electricians' challenge and PRIZE GIVE AWAY",https://i.ytimg.com/vi/xe9tAknuGW4/hqdefault.jpg,3318,eFIXX,558939.563996697
339,JYwVqI1In5Q,eFIXX Awards 2023 Education Category Winners,https://i.ytimg.com/vi/JYwVqI1In5Q/hqdefault.jpg,754,eFIXX,558939.563996697
340,cKwS4NfgGgc,Three great gadgets for every man!,https://i.ytimg.com/vi/cKwS4NfgGgc/hqdefault.jpg,72477317,YouFact Tech,646111.0842293907
341,1lBa0voSo48,15 COOLEST Gadgets For Your ROOM That Are Worth Buying,https://i.ytimg.com/vi/1lBa0voSo48/hqdefault.jpg,2144817,YouFact Tech,646111.0842293907
342,Roay3Yfr63A,15 Coolest Gadgets That Are Worth Seeing,https://i.ytimg.com/vi/Roay3Yfr63A/hqdefault.jpg,1165325,YouFact Tech,646111.0842293907
343,xYfm8aLm3F0,17 Coolest Gadgets You Can Actually Buy,https://i.ytimg.com/vi/xYfm8aLm3F0/hqdefault.jpg,573433,YouFact Tech,646111.0842293907
344,nZX8docryPA,Cool gadgets for men,https://i.ytimg.com/vi/nZX8docryPA/hqdefault.jpg,436890,YouFact Tech,646111.0842293907
345,PCXeZsay3rg,15 Coolest Gadgets You Can Buy Online,https://i.ytimg.com/vi/PCXeZsay3rg/hqdefault.jpg,310878,YouFact Tech,646111.0842293907
346,OB9ImGXCFKU,12 COOLEST GADGETS For Your ROOM That Are WORTH Buying,https://i.ytimg.com/vi/OB9ImGXCFKU/hqdefault.jpg,260591,YouFact Tech,646111.0842293907
347,jAGYVLFxcKg,12 COOLEST HOME GADGETS That Are Worth Buying + Giveaway,https://i.ytimg.com/vi/jAGYVLFxcKg/hqdefault.jpg,208787,YouFact Tech,646111.0842293907
348,qy_HJs2t3kg,19 Gadgets Every Man Will Appreciate,https://i.ytimg.com/vi/qy_HJs2t3kg/hqdefault.jpg,178519,YouFact Tech,646111.0842293907
349,91NP7tH700c,Amazing LEGO Sets You Can Actually Buy,https://i.ytimg.com/vi/91NP7tH700c/hqdefault.jpg,154209,YouFact Tech,646111.0842293907
350,W7yZmUmbdp8,11 COOLEST Gadgets For Your ROOM That Are WORTH Buying,https://i.ytimg.com/vi/W7yZmUmbdp8/hqdefault.jpg,130219,YouFact Tech,646111.0842293907
351,gzRBzFrvLrQ,14 Coolest Gadgets You Can Actually Buy,https://i.ytimg.com/vi/gzRBzFrvLrQ/hqdefault.jpg,105993,YouFact Tech,646111.0842293907
352,78t5y7KEU_g,This Device Will Make Your Pet LOVE You Forever,https://i.ytimg.com/vi/78t5y7KEU_g/hqdefault.jpg,77180,YouFact Tech,646111.0842293907
353,gwNT7oYg-u4,22 Coolest Gadgets You Can Actually Buy,https://i.ytimg.com/vi/gwNT7oYg-u4/hqdefault.jpg,59649,YouFact Tech,646111.0842293907
354,3fY7Fc2Vo9o,12 Coolest Gadgets that will Take Your Fitness to the Next Level,https://i.ytimg.com/vi/3fY7Fc2Vo9o/hqdefault.jpg,40754,YouFact Tech,646111.0842293907
355,RBW8eWTRojM,20 Gadgets That Give You Real SUPERPOWERS,https://i.ytimg.com/vi/RBW8eWTRojM/hqdefault.jpg,30176,YouFact Tech,646111.0842293907
356,C_89z8el79o,Coolest car gadgets you need to have,https://i.ytimg.com/vi/C_89z8el79o/hqdefault.jpg,22921,YouFact Tech,646111.0842293907
357,gud-nQn1eVQ,15 Awesome KITCHEN Gadgets That Are Worth Buying,https://i.ytimg.com/vi/gud-nQn1eVQ/hqdefault.jpg,14361,YouFact Tech,646111.0842293907
358,WUucXhAP1cA,These gadgets make work easier!,https://i.ytimg.com/vi/WUucXhAP1cA/hqdefault.jpg,8291,YouFact Tech,646111.0842293907
359,8cIQ8F9xC70,9 Cheap APPLE Alternatives That Are Worth Buying,https://i.ytimg.com/vi/8cIQ8F9xC70/hqdefault.jpg,1269,YouFact Tech,646111.0842293907
360,D0BrG7O8wmA,How to Make the Apple Logo on Your iPhone Light Up Like a Macbook (iPhone 6 & iPhone 6 Plus),https://i.ytimg.com/vi/D0BrG7O8wmA/hqdefault.jpg,12468693,TheUnlockr,121049.07010014306
361,gryIup6BBxg,How to Change the Camera on Your Android Device,https://i.ytimg.com/vi/gryIup6BBxg/hqdefault.jpg,395832,TheUnlockr,121049.07010014306
362,TgG0upE77mk,Huawei P20 Pro Complete Walkthrough,https://i.ytimg.com/vi/TgG0upE77mk/hqdefault.jpg,212397,TheUnlockr,121049.07010014306
363,5cWA9sxtDt8,"Samsung Galaxy S21 Ultra Real-World Test (Camera Comparison, Battery Test, & Vlog)",https://i.ytimg.com/vi/5cWA9sxtDt8/hqdefault.jpg,152893,TheUnlockr,121049.07010014306
364,6jcxXpVk1_c,Asus Zenbook Pro Duo Complete Walkthrough: Dual Screen Laptop,https://i.ytimg.com/vi/6jcxXpVk1_c/hqdefault.jpg,114331,TheUnlockr,121049.07010014306
365,RlYac67A6b8,How To Root the HTC Wildfire Unrevoked Method,https://i.ytimg.com/vi/RlYac67A6b8/hqdefault.jpg,87973,TheUnlockr,121049.07010014306
366,qAbY81Uu9qs,How to Remap the Bixby Button (and Launch a Different App Instead),https://i.ytimg.com/vi/qAbY81Uu9qs/hqdefault.jpg,71019,TheUnlockr,121049.07010014306
367,hQOdjNADWNo,How Foldable Screens Work (& How We Got to This Point),https://i.ytimg.com/vi/hQOdjNADWNo/hqdefault.jpg,55371,TheUnlockr,121049.07010014306
368,ieWsYjHFpao,Surface Laptop 2 Complete Walkthrough: The Best Looking Laptop You Can Buy,https://i.ytimg.com/vi/ieWsYjHFpao/hqdefault.jpg,44863,TheUnlockr,121049.07010014306
369,MKyimYGjrI0,"MacBook Pro 15"" 2018 Complete Walkthrough",https://i.ytimg.com/vi/MKyimYGjrI0/hqdefault.jpg,37297,TheUnlockr,121049.07010014306
370,Sp4RS30EHX4,How to Set Custom Vibrations on the iPhone,https://i.ytimg.com/vi/Sp4RS30EHX4/hqdefault.jpg,30568,TheUnlockr,121049.07010014306
371,6BMaXYkGK0g,How To Install and Remove Safestrap Recovery on the Motorola Droid Razr,https://i.ytimg.com/vi/6BMaXYkGK0g/hqdefault.jpg,24848,TheUnlockr,121049.07010014306
372,B4vVcofUyt0,How to Automatically Digitize Anything You Write on a Whiteboard,https://i.ytimg.com/vi/B4vVcofUyt0/hqdefault.jpg,19456,TheUnlockr,121049.07010014306
373,nXKY6sQfx4A,How to Customize App Folders on your Home Screen Using TinyGrid+,https://i.ytimg.com/vi/nXKY6sQfx4A/hqdefault.jpg,15271,TheUnlockr,121049.07010014306
374,WHGrsitxE0k,How to Root the Samsung Galaxy S6 & S6 Edge,https://i.ytimg.com/vi/WHGrsitxE0k/hqdefault.jpg,11062,TheUnlockr,121049.07010014306
375,4hNLqddSmqk,How to Add a Virtual Home Button to iOS,https://i.ytimg.com/vi/4hNLqddSmqk/hqdefault.jpg,8112,TheUnlockr,121049.07010014306
376,O92qjcMqcLU,How To Transfer Photos from Facebook to Google+,https://i.ytimg.com/vi/O92qjcMqcLU/hqdefault.jpg,6016,TheUnlockr,121049.07010014306
377,PtI3683lmOM,The Sequel to the Most Popular Folding Phone,https://i.ytimg.com/vi/PtI3683lmOM/hqdefault.jpg,4267,TheUnlockr,121049.07010014306
378,hym5uc6lSw8,How to Root the Samsung Galaxy Note II (All GSM Versions),https://i.ytimg.com/vi/hym5uc6lSw8/hqdefault.jpg,2167,TheUnlockr,121049.07010014306
379,_9EuZZfAO9g,Droid Chare Sample Video,https://i.ytimg.com/vi/_9EuZZfAO9g/hqdefault.jpg,116,TheUnlockr,121049.07010014306
380,kiiA6WTCQn0,Introduction to Operational Amplifier: Characteristics of Ideal Op-Amp,https://i.ytimg.com/vi/kiiA6WTCQn0/hqdefault.jpg,2150019,ALL ABOUT ELECTRONICS,169756.23241590214
381,KylJ2v1_c-o,Transient Analysis: First order R C and R L Circuits,https://i.ytimg.com/vi/KylJ2v1_c-o/hqdefault.jpg,546482,ALL ABOUT ELECTRONICS,169756.23241590214
382,aU24RWIgJVs,Op-Amp Differentiator (with Derivation and Examples),https://i.ytimg.com/vi/aU24RWIgJVs/hqdefault.jpg,438287,ALL ABOUT ELECTRONICS,169756.23241590214
383,Pc1aFloxSMw,R-2R Ladder DAC Explained (with Solved Example),https://i.ytimg.com/vi/Pc1aFloxSMw/hqdefault.jpg,340016,ALL ABOUT ELECTRONICS,169756.23241590214
384,eFPTBATfX70,"Voltage, Current and Power explained",https://i.ytimg.com/vi/eFPTBATfX70/hqdefault.jpg,269727,ALL ABOUT ELECTRONICS,169756.23241590214
385,qDHsokTcgck,RMS (Root Mean Square) Value and Average Value of AC Signals,https://i.ytimg.com/vi/qDHsokTcgck/hqdefault.jpg,210197,ALL ABOUT ELECTRONICS,169756.23241590214
386,DBTna2ydmC0,Introduction to Digital Electronics,https://i.ytimg.com/vi/DBTna2ydmC0/hqdefault.jpg,166010,ALL ABOUT ELECTRONICS,169756.23241590214
387,E4E1GftPD1M,Classification of Signals Explained | Types of Signals in Communication,https://i.ytimg.com/vi/E4E1GftPD1M/hqdefault.jpg,134884,ALL ABOUT ELECTRONICS,169756.23241590214
388,pKOxVmEa6ec,SMD Resistor Coding Explained,https://i.ytimg.com/vi/pKOxVmEa6ec/hqdefault.jpg,107250,ALL ABOUT ELECTRONICS,169756.23241590214
389,lw1STgKUpW0,Karnaugh Map (K-map) : 2-Variable and 3-Variable K- map Explained,https://i.ytimg.com/vi/lw1STgKUpW0/hqdefault.jpg,87997,ALL ABOUT ELECTRONICS,169756.23241590214
390,LTtuYeSmJ2g,Latch and Flip-Flop Explained | Difference between the Latch and Flip-Flop,https://i.ytimg.com/vi/LTtuYeSmJ2g/hqdefault.jpg,75778,ALL ABOUT ELECTRONICS,169756.23241590214
391,gXPipxBfIc4,Darlington Amplifier Explained | Darlington Pair as an Amplifier,https://i.ytimg.com/vi/gXPipxBfIc4/hqdefault.jpg,57813,ALL ABOUT ELECTRONICS,169756.23241590214
392,2zr5ykXpyXY,MOSFET Common Gate Amplifier (Small Signal Analysis) Explained,https://i.ytimg.com/vi/2zr5ykXpyXY/hqdefault.jpg,50424,ALL ABOUT ELECTRONICS,169756.23241590214
393,qnHaOwYfzgE,ABCD Parameters (Transmission Parameters) Explained,https://i.ytimg.com/vi/qnHaOwYfzgE/hqdefault.jpg,41972,ALL ABOUT ELECTRONICS,169756.23241590214
394,OIE7h6nn1aM,Square Law Modulator and AM generation using Analog Multiplier | Generation of AM signal,https://i.ytimg.com/vi/OIE7h6nn1aM/hqdefault.jpg,34721,ALL ABOUT ELECTRONICS,169756.23241590214
395,UCa7rOFp8js,SSB Generation Methods : Phase Shift Method and  Filter Method Explained,https://i.ytimg.com/vi/UCa7rOFp8js/hqdefault.jpg,23744,ALL ABOUT ELECTRONICS,169756.23241590214
396,hK1OYxYpwEc,Binary Multiplication Explained (with Examples),https://i.ytimg.com/vi/hK1OYxYpwEc/hqdefault.jpg,14991,ALL ABOUT ELECTRONICS,169756.23241590214
397,zEHoFrGYwdA,"D to SR Flip Flop, D to JK Flip-Flop, and D to T Flip-Flop Conversion | Flip-Flop Conversion",https://i.ytimg.com/vi/zEHoFrGYwdA/hqdefault.jpg,7875,ALL ABOUT ELECTRONICS,169756.23241590214
398,uhQT7KAPfwA,Quiz 35 (Solution),https://i.ytimg.com/vi/uhQT7KAPfwA/hqdefault.jpg,2743,ALL ABOUT ELECTRONICS,169756.23241590214
399,3oTsZwaLjE8,"Laplace Transform Properties (Part - 1) | Scaling, Time Shifting, Frequency Shifting Properties",https://i.ytimg.com/vi/3oTsZwaLjE8/hqdefault.jpg,578,ALL ABOUT ELECTRONICS,169756.23241590214
400,W6mRkmbn7Kk,Why Did Megalodon Go Extinct?,https://i.ytimg.com/vi/W6mRkmbn7Kk/hqdefault.jpg,19831080,The Wild Times Podcast,309487.7889908257
401,i8QvO2S36oU,Forrest Galante's Favorite Animals in Madagascar,https://i.ytimg.com/vi/i8QvO2S36oU/hqdefault.jpg,1746179,The Wild Times Podcast,309487.7889908257
402,Td75eLXbh0I,Forrest Galante Responds to Being Called a Phony After Joe Rogan Podcast #Shorts,https://i.ytimg.com/vi/Td75eLXbh0I/hqdefault.jpg,389787,The Wild Times Podcast,309487.7889908257
403,a9Y7AJkfq4s,The Story of Nyami Nyami,https://i.ytimg.com/vi/a9Y7AJkfq4s/hqdefault.jpg,160292,The Wild Times Podcast,309487.7889908257
404,USorMxUndjE,Extinct or Alive Animals Game With Forrest Galante Pt. 7,https://i.ytimg.com/vi/USorMxUndjE/hqdefault.jpg,92420,The Wild Times Podcast,309487.7889908257
405,AQ_RRGhvRQs,Forrest Galante grabs a camera and heads to India,https://i.ytimg.com/vi/AQ_RRGhvRQs/hqdefault.jpg,64074,The Wild Times Podcast,309487.7889908257
406,acQANBC5heM,Who Wins? Polar Bear vs Silverback Gorilla,https://i.ytimg.com/vi/acQANBC5heM/hqdefault.jpg,45595,The Wild Times Podcast,309487.7889908257
407,BORSnDWBN0U,Want To Meet Forrest Galante? Go To SEWE!,https://i.ytimg.com/vi/BORSnDWBN0U/hqdefault.jpg,33979,The Wild Times Podcast,309487.7889908257
408,YqlywIaJ6G0,Wildlife Biologist Breaks Down Recent Thylacine Photo Evidence,https://i.ytimg.com/vi/YqlywIaJ6G0/hqdefault.jpg,27574,The Wild Times Podcast,309487.7889908257
409,rtQTRhBjCJs,"TWT #32 -  SHOCKING Murder Hornet Update, Shark Drowns Whale, Bullfrog Kneecaps",https://i.ytimg.com/vi/rtQTRhBjCJs/hqdefault.jpg,21666,The Wild Times Podcast,309487.7889908257
410,SXTywKCbf84,Forrest Galante Talks About Darting A 600 Pound Male African Lion,https://i.ytimg.com/vi/SXTywKCbf84/hqdefault.jpg,18182,The Wild Times Podcast,309487.7889908257
411,teJaVw6XgL0,"TWT #30 - Penguins High on Nitrous, Murder Hornet Update, Orangutan Escapes",https://i.ytimg.com/vi/teJaVw6XgL0/hqdefault.jpg,16509,The Wild Times Podcast,309487.7889908257
412,icVoqkLHU6s,How Trees Use Mushrooms To Talk To Each Other,https://i.ytimg.com/vi/icVoqkLHU6s/hqdefault.jpg,14105,The Wild Times Podcast,309487.7889908257
413,dNER7IJXxyo,Meet Elizabeth Ann: A Cloned Ferret,https://i.ytimg.com/vi/dNER7IJXxyo/hqdefault.jpg,12562,The Wild Times Podcast,309487.7889908257
414,0FkgwoyWXx8,"TWT #26 - Disney Robotic Dolphin, Flamingo Jail Break, Brain Eating Amoeba",https://i.ytimg.com/vi/0FkgwoyWXx8/hqdefault.jpg,11139,The Wild Times Podcast,309487.7889908257
415,kGdUMekpVMQ,Bison Vs. Grizzly in Yellowstone,https://i.ytimg.com/vi/kGdUMekpVMQ/hqdefault.jpg,8253,The Wild Times Podcast,309487.7889908257
416,qMWr7_2F9wQ,Charly Jordan Ran Into a Silverback Gorilla,https://i.ytimg.com/vi/qMWr7_2F9wQ/hqdefault.jpg,5686,The Wild Times Podcast,309487.7889908257
417,lMhsV091ET4,Iceland Ends Whaling for Fin Whales,https://i.ytimg.com/vi/lMhsV091ET4/hqdefault.jpg,4197,The Wild Times Podcast,309487.7889908257
418,ZVJOMOHB6Eo,Forrest Galante Laid In A Bush of Poison Oak While Paintballing,https://i.ytimg.com/vi/ZVJOMOHB6Eo/hqdefault.jpg,2699,The Wild Times Podcast,309487.7889908257
419,puaw3io2STs,Battle Royale #17,https://i.ytimg.com/vi/puaw3io2STs/hqdefault.jpg,483,The Wild Times Podcast,309487.7889908257
420,B1X_HZMJoDs,"I eat a total of 70 pounds of vegetables per month, these are the results. #health #diet #blueprint",https://i.ytimg.com/vi/B1X_HZMJoDs/hqdefault.jpg,5937748,Bryan Johnson,257693.62080536914
421,Z7veiyN4LqU,Top 1% Sleep Ranking - My Evening Routine,https://i.ytimg.com/vi/Z7veiyN4LqU/hqdefault.jpg,1001966,Bryan Johnson,257693.62080536914
422,KtWqsdJJAck,I started Human Growth Hormone (HGH) to try and rejuvenate my thymus,https://i.ytimg.com/vi/KtWqsdJJAck/hqdefault.jpg,499136,Bryan Johnson,257693.62080536914
423,IW6aLmZyVrk,A customer called me an a**hole. They were right.,https://i.ytimg.com/vi/IW6aLmZyVrk/hqdefault.jpg,342071,Bryan Johnson,257693.62080536914
424,FNNvmvwl_z0,I spent millions developing an anti-aging protocol. You can implement the basics for free,https://i.ytimg.com/vi/FNNvmvwl_z0/hqdefault.jpg,255523,Bryan Johnson,257693.62080536914
425,yQZd8C6rUuo,Interested in anti-aging? This might be the most powerful intervention.,https://i.ytimg.com/vi/yQZd8C6rUuo/hqdefault.jpg,166957,Bryan Johnson,257693.62080536914
426,cwzlSplPstM,The only thing that can silence the bickering among human opinion? Data.,https://i.ytimg.com/vi/cwzlSplPstM/hqdefault.jpg,129400,Bryan Johnson,257693.62080536914
427,p_KUtnVmp98,I set a world record by reversing my epigenetic age by 5 years in 7 months,https://i.ytimg.com/vi/p_KUtnVmp98/hqdefault.jpg,106336,Bryan Johnson,257693.62080536914
428,OcUEtP1NOcc,The true winner:  🏆 0.69 Pace of Aging.,https://i.ytimg.com/vi/OcUEtP1NOcc/hqdefault.jpg,95800,Bryan Johnson,257693.62080536914
429,w9KTomfvNJk,"Bryan Johnson, University of Chicago Booth 2020 Graduation",https://i.ytimg.com/vi/w9KTomfvNJk/hqdefault.jpg,79557,Bryan Johnson,257693.62080536914
430,odt_sTfmlJg,What if we improved at the rate of science and technology?,https://i.ytimg.com/vi/odt_sTfmlJg/hqdefault.jpg,69062,Bryan Johnson,257693.62080536914
431,HPygHqGH6TI,100+ pills a day seem insane? As the world's most measured human my biomarkers say otherwise.,https://i.ytimg.com/vi/HPygHqGH6TI/hqdefault.jpg,60685,Bryan Johnson,257693.62080536914
432,paWkEDjcJck,Zeroth Principle Thinking #blueprint #health #purpose,https://i.ytimg.com/vi/paWkEDjcJck/hqdefault.jpg,49364,Bryan Johnson,257693.62080536914
433,_vZg434AFyo,"When we feel and look our best, that is when we're our happiest.",https://i.ytimg.com/vi/_vZg434AFyo/hqdefault.jpg,41202,Bryan Johnson,257693.62080536914
434,58FSGYB8pd0,Wouldn't it be amazing if we could be more? Activate your autonomous self. #blueprint #health,https://i.ytimg.com/vi/58FSGYB8pd0/hqdefault.jpg,35006,Bryan Johnson,257693.62080536914
435,mo00ojMoSTQ,What do LeBron James and I have in common?,https://i.ytimg.com/vi/mo00ojMoSTQ/hqdefault.jpg,27183,Bryan Johnson,257693.62080536914
436,e-mNaJodlxY,Are you in chill mode or fight/flight? I've achieved an age reversal in HRV. Link in bio.,https://i.ytimg.com/vi/e-mNaJodlxY/hqdefault.jpg,20878,Bryan Johnson,257693.62080536914
437,RgAU64314Nw,My sleep score reflects more than how well I slept - it highlights an overhaul of my entire life,https://i.ytimg.com/vi/RgAU64314Nw/hqdefault.jpg,17402,Bryan Johnson,257693.62080536914
438,zbdqSVPARUQ,Think you understand Blueprint and what it's like to be me?,https://i.ytimg.com/vi/zbdqSVPARUQ/hqdefault.jpg,13454,Bryan Johnson,257693.62080536914
439,k1U1Cbe3a6U,"In order to create the most effective health protocol, Blueprint team is made up of 30+ specialists.",https://i.ytimg.com/vi/k1U1Cbe3a6U/hqdefault.jpg,1448,Bryan Johnson,257693.62080536914
440,LASTN9MbOno,How to Retire on ETHEREUM by 2030 or sooner,https://i.ytimg.com/vi/LASTN9MbOno/hqdefault.jpg,1425961,InvestAnswers,64671.43115124154
441,Q4TAfmcQDtA,"How to Retire on Ethereum with Staking! What it takes, impact of ETH2.0 and best methods",https://i.ytimg.com/vi/Q4TAfmcQDtA/hqdefault.jpg,129500,InvestAnswers,64671.43115124154
442,NScDM9B_Rb8,What will Crypto Do in September? Let's find out live plus Chainlink action coming.,https://i.ytimg.com/vi/NScDM9B_Rb8/hqdefault.jpg,107399,InvestAnswers,64671.43115124154
443,ZHfG7pCPc90,Bitcoin and ETF Impact on $BTC Price: Definitive Guide + Crypto News & Stock Mkt Crisis Brewing,https://i.ytimg.com/vi/ZHfG7pCPc90/hqdefault.jpg,95246,InvestAnswers,64671.43115124154
444,2nUdOQg6acY,TA Tuesday: 2021 Bitcoin Recap and Digging into SOL LUNA DOT AAVE and Stocks TSLA SQ NEE,https://i.ytimg.com/vi/2nUdOQg6acY/hqdefault.jpg,85642,InvestAnswers,64671.43115124154
445,JwK9j5e92QM,"IA Quickie: Bitcoin to 100k? ETH news, is SOL Eth2.0, UNI and $COIN",https://i.ytimg.com/vi/JwK9j5e92QM/hqdefault.jpg,76709,InvestAnswers,64671.43115124154
446,2oW9TImCryk,COSMOS $ATOM Should I buy? Blockchain Interoperability - let's find out!,https://i.ytimg.com/vi/2oW9TImCryk/hqdefault.jpg,70172,InvestAnswers,64671.43115124154
447,kGnDbBAFW6w,"Bitcoin out to 2032, New Coins, Finality, RE, M1 + more",https://i.ytimg.com/vi/kGnDbBAFW6w/hqdefault.jpg,63205,InvestAnswers,64671.43115124154
448,x-yefAfXYNc,Solana Crypto Hack Exposed,https://i.ytimg.com/vi/x-yefAfXYNc/hqdefault.jpg,56818,InvestAnswers,64671.43115124154
449,-_tPp7HSzqw,"ETH vs BTC as SOV, Alts, Tesla Hedge, FIAT & Govts, Energy + more",https://i.ytimg.com/vi/-_tPp7HSzqw/hqdefault.jpg,52473,InvestAnswers,64671.43115124154
450,nj2XFwDeM9I,Live Saturday Crypto Market Update BTC ATOM ETH TSLA SOL,https://i.ytimg.com/vi/nj2XFwDeM9I/hqdefault.jpg,47797,InvestAnswers,64671.43115124154
451,fjGeYBpF0z8,"The link between Power, Energy, FIAT and Bitcoin ( Digital Energy)",https://i.ytimg.com/vi/fjGeYBpF0z8/hqdefault.jpg,44555,InvestAnswers,64671.43115124154
